"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"
"tM(CAU)C"	"tM(CAU)C"	149920	149991	"tM(CAU)C"	""
"RRN7"	"YJL025W"	393967	395511	"Regulation of RNA polymerase I"	""
"tD(GUC)B"	"tD(GUC)B"	405960	406031	"tD(GUC)B"	""
"ARO80"	"YDR421W"	1312040	1314892	"AROmatic amino acid requiring"	""
"tT(UAG)Q2"	"tT(UAG)Q2"	78162	78089	"tT(UAG)Q2"	""
"LOS1"	"YKL205W"	50051	53353	"Loss Of Suppression"	""
"SUF7"	"tP(UGG)M"	196068	196170	"SUF7"	""
"TAL1"	"TAL1"	836350	837357	"transaldolase"	"pentose phosphate pathway" // "pentose phosphate pathway (non-oxidative branch)"
"tC(GCA)Q"	"tC(GCA)Q"	64415	64490	"tC(GCA)Q"	""
"PHO4"	"YFR034C"	225020	225958	"PHOsphate metabolism"	""
"tL(UAG)L2"	"tL(UAG)L2"	732090	732190	"tL(UAG)L2"	""
"YEL1"	"YBL060W"	107932	109995	"Yeast EFA6-Like"	""
"tC(GCA)P2"	"tC(GCA)P2"	775765	775836	"tC(GCA)P2"	""
"VPS38"	"YLR360W"	846103	847422	"Vacuolar Protein Sorting"	""
"TRT2"	"tT(CGU)K"	46735	46806	"TRna thR 2"	"tRNA charging"
"TMA23"	"YMR269W"	804456	805091	"Translation Machinery Associated"	""
"tK(UUU)O"	"tK(UUU)O"	438643	438738	"tK(UUU)O"	""
"RPS19A"	"YOL121C"	92026	92850	"Ribosomal Protein of the Small subunit"	""
"tV(AAC)J"	"tV(AAC)J"	378360	378433	"tV(AAC)J"	""
"ERP3"	"YDL018C"	422833	423510	"Emp24p/Erv25p Related Protein"	""
"tI(AAU)N2"	"tI(AAU)N2"	602312	602385	"tI(AAU)N2"	""
"PRE6"	"YOL038W"	255337	256101	"PRoteinase yscE"	""
"tD(GUC)J4"	"tD(GUC)J4"	541508	541579	"tD(GUC)J4"	""
"YAP1802"	"YGR241C"	974875	976581	"Yeast Assembly Polypeptide"	""
"tV(AAC)H"	"tV(AAC)H"	85298	85371	"tV(AAC)H"	""
"YPL088W"	"YPL088W"	381965	382993	"YPL088W"	""
"tT(UGU)G1"	"tT(UGU)G1"	661749	661820	"tT(UGU)G1"	""
"TYR1"	"TYR1"	569842	571200	"prephenate dehydrogenase (NADP+)"	"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis" // "tyrosine biosynthesis"
"tH(GUG)G2"	"tH(GUG)G2"	319781	319852	"tH(GUG)G2"	""
"PAU15"	"YIR041W"	433929	434303	"seriPAUperin"	""
"tS(GCU)F"	"tS(GCU)F"	191513	191613	"tS(GCU)F"	""
"UTP5"	"YDR398W"	1267471	1269402	"U Three Protein"	""
"IMT4"	"tM(CAU)E"	100133	100204	"Initiator Methionine tRNA"	""
"ASH1"	"YKL185W"	94499	96265	"Asymmetric Synthesis of HO"	""
"tT(AGU)D"	"tT(AGU)D"	434264	434336	"tT(AGU)D"	""
"VPS34"	"VPS34"	617533	620160	"phosphatidylinositol 3-kinase"	"phosphatidylinositol phosphate biosynthesis" // "3-phosphoinositide biosynthesis"
"tI(AAU)D"	"tI(AAU)D"	668007	668080	"tI(AAU)D"	""
"GCN20"	"YFR009W"	162488	164746	"General Control Nonderepressible"	""
"SUF16"	"tG(GCC)C"	142701	142771	"SUppression of Frameshift mutation"	""
"APL3"	"YBL037W"	147209	150286	"clathrin Adaptor Protein complex Large chain"	""
"TRN1"	"tP(UGG)A"	139152	139254	"TRNA"	""
"MID2"	"YLR332W"	790676	791806	"Mating pheromone-Induced Death"	""
"tS(GCU)Q1"	"tS(GCU)Q1"	69203	69288	"tS(GCU)Q1"	""
"YHM2"	"YMR241W"	751961	752905	"Yeast suppressor of HM mutant"	""
"tK(CUU)M"	"tK(CUU)M"	480621	480693	"tK(CUU)M"	""
"PKH2"	"YOL100W"	129237	132482	"Pkb-activating Kinase Homolog"	""
"tT(UGU)P"	"tT(UGU)P"	744284	744355	"tT(UGU)P"	""
"HBN1"	"YCL026C-B"	73405	73986	"Homologous to Bacterial Nitroreductases"	""
"tL(CAA)L"	"tL(CAA)L"	628383	628497	"tL(CAA)L"	""
"CMK2"	"YOL016C"	294777	296120	"CalModulin dependent protein Kinase"	""
"SUP3"	"tY(GUA)O"	288192	288280	"SUP3"	""
"MRPL9"	"YGR220C"	936074	936883	"Mitochondrial Ribosomal Protein, Large subunit"	""
"tN(GUU)K"	"tN(GUU)K"	74624	74697	"tN(GUU)K"	""
"MFM1"	"YPL060W"	434523	435764	"Mrs2 Function Modulating factor"	""
"tG(GCC)O1"	"tG(GCC)O1"	226611	226681	"tG(GCC)O1"	""
"MNN2"	"MNN2"	267710	269503	"alpha-1,2-mannosyltransferase"	""
"tR(UCU)J2"	"tR(UCU)J2"	374506	374577	"tR(UCU)J2"	""
"DSN1"	"YIR010W"	375431	377161	"Dosage Suppressor of NNF1"	""
"tF(GAA)N"	"tF(GAA)N"	374869	374959	"tF(GAA)N"	""
"RGA2"	"YDR379W"	1230167	1233196	"Rho GTPase Activating Protein"	""
"tD(GUC)J1"	"tD(GUC)J1"	204735	204806	"tD(GUC)J1"	""
"PIR3"	"YKL163W"	144401	145378	"Protein containing Internal Repeats"	""
"tS(AGA)H"	"tS(AGA)H"	133026	133107	"tS(AGA)H"	""
"AHP1"	"AHP1"	368781	369311	"alkyl hydroperoxide reductase"	""
"tR(UCU)G2"	"tR(UCU)G2"	828723	828794	"tR(UCU)G2"	""
"WWM1"	"YFL010C"	115108	115743	"WW domain containing protein interacting with Metacaspase"	""
"tG(GCC)G2"	"tG(GCC)G2"	930953	931023	"tG(GCC)G2"	""
"PEP1"	"YBL017C"	186844	191583	"carboxyPEPtidase Y-deficient"	""
"tK(CUU)F"	"tK(CUU)F"	226688	226760	"tK(CUU)F"	""
"UBC12"	"YLR306W"	744151	744851	"UBiquitin-Conjugating"	""
"tI(AAU)E2"	"tI(AAU)E2"	551285	551358	"tI(AAU)E2"	""
"tS(AGA)D1"	"tS(AGA)D1"	437772	437853	"tS(AGA)D1"	""
"UBP8"	"YMR223W"	716715	718130	"UBiquitin-specific processing Protease"	""
"SUF3"	"tG(CCC)D"	1257008	1257079	"SUppression of Frameshift mutation"	""
"tT(AGU)B"	"tT(AGU)B"	266378	266450	"tT(AGU)B"	""
"BRX1"	"YOL077C"	185848	186723	"Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog"	""
"tQ(UUG)Q"	"tQ(UUG)Q"	66210	66285	"tQ(UUG)Q"	""
"tF(GAA)M"	"tF(GAA)M"	352280	352370	"tF(GAA)M"	""
"FIG2"	"YCR089W"	267434	272263	"Factor-Induced Gene"	""
"IMT2"	"tM(CAU)P"	338848	338919	"Initiator Methionine tRNA"	""
"tI(AAU)L2"	"tI(AAU)L2"	1052071	1052144	"tI(AAU)L2"	""
"DGR1"	"YNL130C-A"	381245	381391	"2-Deoxy-Glucose Resistant 1"	""
"tT(AGU)O1"	"tT(AGU)O1"	113802	113874	"tT(AGU)O1"	""
"tK(UUU)K"	"tK(UUU)K"	578965	579060	"tK(UUU)K"	""
"FYV8"	"YGR196C"	889733	892186	"Function required for Yeast Viability"	""
"tA(UGC)O"	"tA(UGC)O"	854187	854259	"tA(UGC)O"	""
"tR(ACG)J"	"tR(ACG)J"	233939	234011	"tR(ACG)J"	""
"EGD1"	"YPL037C"	481428	481901	"Enhancer of Gal4 DNA binding"	""
"SUP5"	"tY(GUA)M1"	168795	168883	"SUP5"	""
"tT(AGU)I1"	"tT(AGU)I1"	175031	175103	"tT(AGU)I1"	""
"CDC19"	"CDC19"	71786	73288	"pyruvate kinase"	"glycolysis" // "glycolysis III (from glucose)"
"tH(GUG)H"	"tH(GUG)H"	62755	62826	"tH(GUG)H"	""
"tL(GAG)G"	"tL(GAG)G"	700675	700756	"tL(GAG)G"	""
"IMP2'"	"YIL154C"	53981	55021	"Independent of Mitochondria1 Particle"	""
"tE(UUC)G3"	"tE(UUC)G3"	541850	541921	"tE(UUC)G3"	""
"tF(GAA)F"	"tF(GAA)F"	157916	158007	"tF(GAA)F"	""
"CNL1"	"YDR357C"	1189199	1189567	"CNo-Like"	""
"tH(GUG)E1"	"tH(GUG)E1"	207357	207428	"tH(GUG)E1"	""
"tQ(UUG)D3"	"tQ(UUG)D3"	802731	802802	"tQ(UUG)D3"	""
"CMC1"	"YKL137W"	185957	186292	"Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"	""
"tD(GUC)D"	"tD(GUC)D"	568964	569035	"tD(GUC)D"	""
"tQ(UUG)B"	"tQ(UUG)B"	350827	350898	"tQ(UUG)B"	""
"YSR3"	"YSR3"	534067	535281	"sphingoid base phosphate phosphatase"	"sphingolipid recycling and degradation (yeast)"
"tM(CAU)Q2"	"tM(CAU)Q2"	85035	85112	"tM(CAU)Q2"	""
"tA(AGC)M2"	"tA(AGC)M2"	768369	768441	"tA(AGC)M2"	""
"RIM15"	"YFL033C"	69115	74427	"Regulator of IME2"	""
"tI(AAU)P2"	"tI(AAU)P2"	880296	880369	"tI(AAU)P2"	""
"tD(GUC)L2"	"tD(GUC)L2"	793918	793989	"tD(GUC)L2"	""
"FUN19"	"YAL034C"	80710	81951	"Function Unknown Now"	""
"tP(UGG)O3"	"tP(UGG)O3"	980683	980787	"tP(UGG)O3"	""
"tE(UUC)K"	"tE(UUC)K"	141018	141089	"tE(UUC)K"	""
"PIG1"	"YLR273C"	689083	691029	"Protein Interacting with Gsy2p"	""
"tP(UGG)N2"	"tP(UGG)N2"	568115	568217	"tP(UGG)N2"	""
"EMT5"	"tM(CAU)J1"	391043	391115	"Elongator MeThionine-accepting tRNA"	""
"ROT1"	"YMR200W"	664752	665522	"Reversal Of Tor2 lethality"	""
"tV(AAC)M2"	"tV(AAC)M2"	420588	420661	"tV(AAC)M2"	""
"tI(AAU)I2"	"tI(AAU)I2"	210665	210738	"tI(AAU)I2"	""
"TAH1"	"YCR060W"	224399	224734	"Tpr-containing protein Associated with Hsp90"	""
"tA(AGC)H"	"tA(AGC)H"	146242	146314	"tA(AGC)H"	""
"tL(CAA)G1"	"tL(CAA)G1"	205521	205634	"tL(CAA)G1"	""
"ESF2"	"YNR054C"	723356	724306	"Eighteen S rRNA Factor 2"	""
"tD(GUC)G2"	"tD(GUC)G2"	544577	544648	"tD(GUC)G2"	""
"tV(AAC)E1"	"tV(AAC)E1"	438700	438773	"tV(AAC)E1"	""
"CLC1"	"YGR167W"	832456	833157	"Clathrin Light Chain"	""
"tE(UUC)E2"	"tE(UUC)E2"	354934	355005	"tE(UUC)E2"	""
"EMT1"	"tM(CAU)D"	1175829	1175901	"Elongator MeThionine-accepting tRNA"	""
"HST2"	"YPL015C"	525810	526883	"Homolog of SIR Two (SIR2)"	""
"SUP61"	"tS(CGA)C"	227942	228042	"SUPpressor"	""
"tI(AAU)B"	"tI(AAU)B"	197494	197567	"tI(AAU)B"	""
"THI12"	"YNL332W"	14832	15854	MONOMER3O-9140	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"
"tK(UUU)Q"	"tK(UUU)Q"	67061	67134	"tK(UUU)Q"	""
"tX(XXX)L"	"tX(XXX)L"	784354	784453	"tX(XXX)L"	""
"VHS2"	"YIL135C"	95065	96375	"Viable in a Hal3 Sit4 background"	""
"tG(UCC)Q"	"tG(UCC)Q"	67468	67542	"tG(UCC)Q"	""
"tR(ACG)L"	"tR(ACG)L"	374355	374427	"tR(ACG)L"	""
"SWR1"	"YDR334W"	1135932	1140476	"Sick With Rat8 ts"	""
"tG(GCC)P1"	"tG(GCC)P1"	572269	572339	"tG(GCC)P1"	""
"tA(AGC)L"	"tA(AGC)L"	656934	657006	"tA(AGC)L"	""
"ABF1"	"YKL112W"	226570	228765	"ARS-Binding Factor 1"	""
"tN(GUU)O2"	"tN(GUU)O2"	487439	487512	"tN(GUU)O2"	""
"tA(AGC)K1"	"tA(AGC)K1"	219895	219967	"tA(AGC)K1"	""
"RMA1"	"RMA1"	193574	194866	"folyl-polyglutamate synthase"	"folate polyglutamylation"
"tN(GUU)N2"	"tN(GUU)N2"	632599	632672	"tN(GUU)N2"	""
"tK(CUU)J"	"tK(CUU)J"	414966	415038	"tK(CUU)J"	""
"AGP3"	"YFL055W"	17004	18680	"high-Affinity Glutamine Permease"	""
"tR(UCU)M2"	"tR(UCU)M2"	131825	131896	"tR(UCU)M2"	""
"tE(CUC)I"	"tE(CUC)I"	197592	197663	"tE(CUC)I"	""
"NUP60"	"YAR002W"	152257	153876	"NUclear Pore"	""
"tV(AAC)G3"	"tV(AAC)G3"	73829	73902	"tV(AAC)G3"	""
"tK(CUU)G3"	"tK(CUU)G3"	876394	876466	"tK(CUU)G3"	""
"APE1"	"APE1"	246138	247682	"vacuolar aminopeptidase ysc1"	""
"tA(UGC)G"	"tA(UGC)G"	794417	794489	"tA(UGC)G"	""
"tR(UCU)E"	"tR(UCU)E"	138666	138737	"tR(UCU)E"	""
"SNZ3"	"YFL059W"	11363	12259	"SNooZe"	""
"SUP2"	"tY(GUA)D"	946312	946400	"SUP2"	""
"tK(UUU)D"	"tK(UUU)D"	359577	359672	"tK(UUU)D"	""
"BDH2"	"YAL061W"	33448	34701	"BDH2"	""
"tN(GUU)C"	"tN(GUU)C"	127716	127789	"tN(GUU)C"	""
"tE(UUC)B"	"tE(UUC)B"	645167	645238	"tE(UUC)B"	""
"FAR10"	"YLR238W"	614755	616191	"Factor ARrest"	""
"tV(UAC)Q"	"tV(UAC)Q"	78533	78608	"tV(UAC)Q"	""
"tD(GUC)Q"	"tD(GUC)Q"	68322	68396	"tD(GUC)Q"	""
"SIP18"	"YMR175W"	611016	611255	"Salt Induced Protein"	""
"tN(GUU)L"	"tN(GUU)L"	975983	976056	"tN(GUU)L"	""
"tE(UUC)P"	"tE(UUC)P"	210192	210263	"tE(UUC)P"	""
"FEN2"	"YCR028C"	170886	172424	"FENpropimorph resistance"	""
"tV(AAC)K1"	"tV(AAC)K1"	308144	308217	"tV(AAC)K1"	""
"IMT1"	"tM(CAU)O1"	710201	710272	"Initiator Methionine tRNA"	""
"SEC12"	"YNR026C"	673274	674689	"SECretory"	""
"tW(CCA)J"	"tW(CCA)J"	415931	416036	"tW(CCA)J"	""
"tL(CAA)N"	"tL(CAA)N"	443006	443119	"tL(CAA)N"	""
"TPO2"	"YGR138C"	763762	765606	"Transporter of POlyamines"	""
"tE(UUC)J"	"tE(UUC)J"	115939	116010	"tE(UUC)J"	""
"tV(CAC)H"	"tV(CAC)H"	475706	475778	"tV(CAC)H"	""
"MHF1"	"YOL086W-A"	159173	159445	"Mph1-associated Histone-Fold protein"	""
"tT(UGU)G2"	"tT(UGU)G2"	1004216	1004287	"tT(UGU)G2"	""
"tI(AAU)G"	"tI(AAU)G"	739122	739195	"tI(AAU)G"	""
"SDP1"	"YIL113W"	150559	151188	"Stress-inducible Dual specificity Phosphatase"	""
"SUP11"	"tY(GUA)F1"	167437	167525	"SUP11"	""
"tQ(UUG)E1"	"tQ(UUG)E1"	250286	250357	"tQ(UUG)E1"	""
"TFB1"	"YDR311W"	1085065	1086993	"Transcription initiation Factor IIB"	""
"tV(CAC)D"	"tV(CAC)D"	1075472	1075544	"tV(CAC)D"	""
"tI(UAU)D"	"tI(UAU)D"	884361	884493	"tI(UAU)D"	""
"AI3"	"Q0060"	13818	19996	"AI3"	""
"tK(CUU)C"	"tK(CUU)C"	151284	151356	"tK(CUU)C"	""
"tS(AGA)A"	"tS(AGA)A"	182522	182603	"tS(AGA)A"	""
"RRP14"	"YKL082C"	281025	282329	"Ribosomal RNA Processing"	""
"tS(UGA)Q2"	"tS(UGA)Q2"	48201	48290	"tS(UGA)Q2"	""
"tL(CAA)M"	"tL(CAA)M"	504895	505008	"tL(CAA)M"	""
"MNS1"	"MNS1"	667644	669293	"mannosyl-oligosaccharide 1,2-&alpha;-mannosidase"	"protein <i>N</i>-glycosylation (yeast) processing in the ER"
"tW(CCA)P"	"tW(CCA)P"	56169	56274	"tW(CCA)P"	""
"tL(UAA)L"	"tL(UAA)L"	962972	963055	"tL(UAA)L"	""
"SBH1"	"YER087C-B"	332582	332830	"Sec61 beta homolog 1"	""
"tA(AGC)P"	"tA(AGC)P"	856902	856974	"tA(AGC)P"	""
"tR(ACG)K"	"tR(ACG)K"	490968	491040	"tR(ACG)K"	""
"FUN12"	"YAL035W"	76427	79435	"Function Unknown Now"	""
"SUF17"	"tG(GCC)O2"	282164	282234	"SUF17"	""
"tS(AGA)J"	"tS(AGA)J"	524012	524093	"tS(AGA)J"	""
"CRR1"	"YLR213C"	566654	567922	"CRH-Related"	""
"SUF6"	"tG(UCC)N"	96241	96312	"SUF6"	""
"tD(GUC)J2"	"tD(GUC)J2"	355456	355527	"tD(GUC)J2"	""
"RIM13"	"YMR154C"	565999	568182	"Regulator of IME2"	""
"tT(AGU)H"	"tT(AGU)H"	116107	116179	"tT(AGU)H"	""
"tR(UCU)G3"	"tR(UCU)G3"	736340	736411	"tR(UCU)G3"	""
"YCR007C"	"YCR007C"	126011	126730	"YCR007C"	""
"SUF4"	"tG(UCC)G"	779616	779687	"SUF4"	""
"tN(GUU)F"	"tN(GUU)F"	137486	137559	"tN(GUU)F"	""
"YRF1-6"	"YNL339C"	371	6098	"YRF1-6"	""
"tK(CUU)E1"	"tK(CUU)E1"	135425	135497	"tK(CUU)E1"	""
"tS(AGA)D2"	"tS(AGA)D2"	980974	981055	"tS(AGA)D2"	""
"DAM1"	"YGR113W"	718893	719924	"Duo1 And Mps1 interacting"	""
"tG(GCC)D1"	"tG(GCC)D1"	83548	83618	"tG(GCC)D1"	""
"tV(UAC)B"	"tV(UAC)B"	326792	326865	"tV(UAC)B"	""
"RPS12"	"YOR369C"	1028194	1028625	"Ribosomal Protein of the Small subunit"	""
"tA(UGC)A"	"tA(UGC)A"	166267	166339	"tA(UGC)A"	""
"tR(ACG)Q2"	"tR(ACG)Q2"	69289	69362	"tR(ACG)Q2"	""
"AVT7"	"YIL088C"	197931	199403	"Amino acid Vacuolar Transport"	""
"tG(GCC)M"	"tG(GCC)M"	183898	183968	"tG(GCC)M"	""
"tN(GUU)P"	"tN(GUU)P"	810676	810749	"tN(GUU)P"	""
"RTT103"	"YDR289C"	1038280	1039509	"Regulator of Ty1 Transposition"	""
"tI(UAU)L"	"tI(UAU)L"	605300	605432	"tI(UAU)L"	""
"tT(AGU)O2"	"tT(AGU)O2"	354041	354113	"tT(AGU)O2"	""
"HPA2"	"YPR193C"	922909	923379	"Histone and other Protein Acetyltransferase"	""
"tL(CAA)K"	"tL(CAA)K"	458557	458670	"tL(CAA)K"	""
"tD(GUC)O"	"tD(GUC)O"	571958	572029	"tD(GUC)O"	""
"NUP120"	"YKL057C"	330856	333969	"NUclear Pore"	""
"HSX1"	"tR(CCU)J"	538555	538626	"HSX1"	""
"SUP8"	"tY(GUA)M2"	837928	838016	"SUP8"	""
"MNN5"	"MNN5"	80155	81915	"alpha-1,2-mannosyltransferase"	""
"tT(AGU)I2"	"tT(AGU)I2"	325748	325820	"tT(AGU)I2"	""
"SUF8"	"tP(UGG)H"	388893	388995	"SUF8"	""
"CCA1"	"YER168C"	521029	522669	"tRNA CCA-pyrophosphorylase"	""
"tN(GUU)G"	"tN(GUU)G"	731137	731210	"tN(GUU)G"	""
"tF(GAA)G"	"tF(GAA)G"	440716	440807	"tF(GAA)G"	""
"TPD3"	"YAL016W"	124879	126786	"tRNA Processing Deficient"	""
"SUF20"	"tG(GCC)F1"	162228	162298	"SUF20"	""
"tH(GUG)E2"	"tH(GUG)E2"	434541	434612	"tH(GUG)E2"	""
"PEX13"	"YLR191W"	537272	538432	"PEroXin"	""
"tR(ACG)D"	"tR(ACG)D"	619969	620041	"tR(ACG)D"	""
"tE(CUC)D"	"tE(CUC)D"	1017207	1017278	"tE(CUC)D"	""
"JLP2"	"YMR132C"	534944	535570	"dnaJ-Like Protein"	""
"tR(UCU)B"	"tR(UCU)B"	405878	405949	"tR(UCU)B"	""
"tN(GUU)Q"	"tN(GUU)Q"	71433	71503	"tN(GUU)Q"	""
"SPS22"	"YCL048W"	42165	43556	"SPorulation Specific 2 too (2)"	""
"tD(GUC)M"	"tD(GUC)M"	463554	463625	"tD(GUC)M"	""
"tK(CUU)P"	"tK(CUU)P"	582062	582134	"tK(CUU)P"	""
"DAL82"	"YNL314W"	44447	45214	"Degradation of Allantoin"	""
"tE(UUC)L"	"tE(UUC)L"	797178	797249	"tE(UUC)L"	""
"tR(ACG)O"	"tR(ACG)O"	340299	340371	"tR(ACG)O"	""
"RRP46"	"YGR095C"	675671	676342	"Ribosomal RNA Processing"	""
"tH(GUG)K"	"tH(GUG)K"	313401	313472	"tH(GUG)K"	""
"tT(AGU)N1"	"tT(AGU)N1"	104805	104877	"tT(AGU)N1"	""
"REV1"	"YOR346W"	981828	984785	"REVersionless"	""
"EMT3"	"tM(CAU)J2"	422937	423009	"Elongator MeThionine-accepting tRNA"	""
"tV(AAC)M3"	"tV(AAC)M3"	586636	586709	"tV(AAC)M3"	""
"SNP1"	"YIL061C"	244657	245559	"SNP1"	""
"tK(CUU)I"	"tK(CUU)I"	300228	300300	"tK(CUU)I"	""
"tF(GAA)H1"	"tF(GAA)H1"	237848	237939	"tF(GAA)H1"	""
"PEX10"	"YDR265W"	998864	999877	"PEroXin"	""
"SUP54"	"tL(CAA)G2"	423092	423205	"SUP54"	""
"SOE1"	"tE(UUC)G1"	328583	328654	"Suppressor Of cdcEight"	""
"BSP1"	"YPR171W"	883828	885558	"Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain"	""
"tV(AAC)E2"	"tV(AAC)E2"	469457	469530	"tV(AAC)E2"	""
"tE(UUC)E3"	"tE(UUC)E3"	487331	487402	"tE(UUC)E3"	""
"TUL1"	"YKL034W"	371829	374105	"Transmembrane Ubiquitin Ligase"	""
"tQ(UUG)D1"	"tQ(UUG)D1"	520972	521043	"tQ(UUG)D1"	""
"tT(AGU)C"	"tT(AGU)C"	295484	295556	"tT(AGU)C"	""
"YJL045W"	"YJL045W"	356024	357928	"minor succinate dehydrogenase flavoprotein"	"TCA cycle, aerobic respiration" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"tL(UAA)B1"	"tL(UAA)B1"	9583	9666	"tL(UAA)B1"	""
"tL(UAA)Q"	"tL(UAA)Q"	66095	66179	"tL(UAA)Q"	""
"SPT15"	"YER148W"	465303	466025	"SuPpressor of Ty"	""
"tV(AAC)L"	"tV(AAC)L"	687859	687932	"tV(AAC)L"	""
"TRR4"	"tR(CCG)L"	818609	818680	"TRna aRg 4"	"tRNA charging"
"GCV3"	"YAL044C"	57950	58462	"GlyCine cleaVage"	"glycine biosynthesis II" // "glycine cleavage" // "folate interconversions" // "folate transformations"
"tG(GCC)P2"	"tG(GCC)P2"	860379	860449	"tG(GCC)P2"	""
"tA(UGC)L"	"tA(UGC)L"	214883	214955	"tA(UGC)L"	""
"RNH203"	"YLR154C"	447982	448314	"RNase H"	""
"tP(UGG)O1"	"tP(UGG)O1"	301097	301198	"tP(UGG)O1"	""
"tA(AGC)K2"	"tA(AGC)K2"	517988	518060	"tA(AGC)K2"	""
"HFD1"	"YMR110C"	490394	491992	"Homolog of Fatty aldehyde Dehydrogenase"	""
"SUF10"	"tP(AGG)N"	631846	631917	"SUF10"	""
"SUP51"	"tL(UAA)J"	424432	424515	"SUP51"	""
"KCC4"	"YCL024W"	79162	82275	"KCC4"	""
"tS(AGA)M"	"tS(AGA)M"	259158	259239	"tS(AGA)M"	""
"tE(UUC)I"	"tE(UUC)I"	370417	370488	"tE(UUC)I"	""
"MON2"	"YNL297C"	71673	76583	"MONensin sensitivity"	""
"tW(CCA)G1"	"tW(CCA)G1"	287350	287455	"tW(CCA)G1"	""
"tK(UUU)G1"	"tK(UUU)G1"	115488	115583	"tK(UUU)G1"	""
"MRPL25"	"YGR076C"	637104	637577	"Mitochondrial Ribosomal Protein, Large subunit"	""
"tC(GCA)G"	"tC(GCA)G"	707108	707179	"tC(GCA)G"	""
"tS(AGA)E"	"tS(AGA)E"	86604	86685	"tS(AGA)E"	""
"LDB19"	"YOR322C"	918606	921062	"Low Dye Binding"	""
"tA(UGC)E"	"tA(UGC)E"	312023	312095	"tA(UGC)E"	""
"tL(CAA)D"	"tL(CAA)D"	1461715	1461829	"tL(CAA)D"	""
"PRM2"	"YIL037C"	283029	284999	"Pheromone-Regulated Membrane protein"	""
"SUF2"	"tP(AGG)C"	123577	123648	"SUppression of Frameshift mutation"	""
"tF(GAA)B"	"tF(GAA)B"	36398	36488	"tF(GAA)B"	""
"PRP28"	"YDR243C"	948518	950284	"Pre-mRNA Processing"	""
"tW(UCA)Q"	"tW(UCA)Q"	9374	9447	"tW(UCA)Q"	""
"tH(GUG)Q"	"tH(GUG)Q"	64596	64670	"tH(GUG)Q"	""
"NCE102"	"YPR149W"	829918	830439	"NonClassical Export"	""
"YDR316W-B"	"YDR316W-B"	1096064	1101332	"YDR316W-B"	""
"MAL2"	"MAL2"			"MAL2"	""
"UFD4"	"YKL010C"	421424	425875	"Ubiquitin Fusion Degradation protein"	""
"YBL100W-A"	"YBL100W-A"	29935	31251	"YBL100W-A"	""
"YPR137C-B"	"YPR137C-B"	805001	810269	"YPR137C-B"	""
"NIT1"	"NIT1"	34087	34686	"nitrilase"	"indole-3-acetate biosynthesis V (bacteria and fungi)"
"TY1B-OR"	"YOR142W-B"	595112	600380	"transposon Ty1-OR Gag-Pol polyprotein"	""
"NME1"	"NME1"	585587	585926	"NME1"	""
"VFA1"	"YER128W"	415859	416470	"Vps Four-Associated"	""
"SNR77"	"snR77"	297506	297593	"Small Nucleolar RNA"	""
"SNR30"	"snR30"	198784	199389	"Small Nucleolar RNA"	""
"DCN1"	"YLR128W"	398530	399433	"Defective in Cullin Neddylation"	""
"SNR87"	"snR87"	431030	431138	"Small Nucleolar RNA"	""
"YJR026W"	"YJR026W"	472760	474082	"YJR026W"	""
"YMR087W"	"YMR087W"	442527	443381	"YMR087W"	""
"YHR214C-B"	"YHR214C-B"	543964	549346	"YHR214C-B"	""
"SNR46"	"snR46"	545370	545566	"Small Nucleolar RNA"	""
"NHP6B"	"YBR089C-A"	426190	426489	"Non-Histone Protein"	""
"SNR4"	"snR4"	424698	424883	"Small Nucleolar RNA"	""
"YDR261W-A"	"YDR261W-A"	981462	982778	"YDR261W-A"	""
"TOF1"	"YNL273W"	122883	126599	"TOpoisomerase I-interacting Factor"	""
"SNR43"	"snR43"	107504	107712	"Small Nucleolar RNA"	""
"HRA1"	"HRA1"	99305	99868	"Hidden in Region Antisense"	""
"FMP48"	"YGR052W"	593596	594705	"Found in Mitochondrial Proteome"	""
"YPL257W-A"	"YPL257W-A"	56748	58070	"YPL257W-A"	""
"TY1A-OL"	"YOL103W-A"	118000	119322	"transposon Ty1-OL Gag polyprotein"	""
"BUD7"	"YOR299W"	878435	880675	"BUD site selection"	""
"YNL054W-A"	"YNL054W-A"	519456	520778	"YNL054W-A"	""
"SNR74"	"snR74"	298138	298225	"Small Nucleolar RNA"	""
"BAR1"	"YIL015W"	322342	324105	"BARrier to the alpha factor response"	""
"YLR256W-A"	"YLR256W-A"	651117	652439	"YLR256W-A"	""
"SNR38"	"snR38"	283185	283279	"Small Nucleolar RNA"	""
"RAD9"	"YDR217C"	899551	903480	"RADiation sensitive"	""
"PWR1"	"PWR1"	395999	396939	"Promoting Watson RNA"	""
"SNR10"	"snR10"	345986	346230	"Small Nucleolar RNA"	""
"CTR1"	"YPR124W"	786208	787428	"Copper TRansport"	""
