qseqid	ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalues	bitscore	annotation
1381-augustus_masked-AQA_4-7239	gnl|TC-DB|P32568|3.A.1.205.2	97.3	1377	37	0	1	4131	1	1377	0	2573.1	SNQ2 protein - Saccharomyces cerevisiae (Baker's yeast).
1381-augustus_masked-AQA_4-7239	gnl|TC-DB|Q02785|3.A.1.205.3	45.8	1336	696	14	175	4131	43	1367	0	1121.7	ATP-dependent permease PDR12 - Saccharomyces cerevisiae (Baker's yeast).
1390-augustus_masked-CEG_4-7331	gnl|TC-DB|Q08902|2.A.1.3.52	74.8	497	123	2	7	1491	16	512	2.90E-222	767.7	Drug resistance protein YOR378W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR378W PE=1 SV=1
1399-augustus_masked-ACL_7-7535	gnl|TC-DB|P39709|2.A.1.14.37	57.8	403	164	3	187	1389	128	526	6.40E-132	467.6	Probable transporter SEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEO1 PE=1 SV=1
1405-augustus_masked-CQS_4-6442	gnl|TC-DB|P38361|2.A.20.2.2	97.6	574	14	0	1	1722	1	574	0	1095.1	PUTATIVE PHOSPHATE-REPRESSIBLE PHOSPHATE PERMEASE YBR29C - Saccharomyces cerevisiae (Baker's yeast).
1405-augustus_masked-CQS_4-6442	gnl|TC-DB|B5M4W2|2.A.20.2.10	57.1	581	233	6	1	1722	4	575	2.50E-185	645.2	Sodium phosphate symporter OS=Komagataella pastoris GN=Pho89 PE=4 SV=1
1407-augustus_masked-CGD_5-5424	gnl|TC-DB|P36032|2.A.1.13.18	86.3	473	65	0	1	1419	1	473	3.90E-232	800.4	Probable transporter MCH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCH2 PE=1 SV=2
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|P00830|3.A.2.1.3	100	251	0	0	1	753	261	511	1.60E-136	481.9	ATP SYNTHASE BETA CHAIN, MITOCHONDRIAL PRECURSOR (EC 3.6.1.34) - Saccharomyces cerevisiae (Baker's yeast).
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|A1B8P0|3.A.2.1.7	81.2	250	47	0	1	750	224	473	2.60E-110	394.8	ATP synthase subunit beta OS=Paracoccus denitrificans (strain Pd 1222) GN=atpD PE=3 SV=1
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|P50002|3.A.2.1.5	76.4	246	58	0	1	738	219	464	1.20E-104	375.9	ATP synthase subunit beta, sodium ion specific OS=Acetobacterium woodii (strain ATCC 29683 / DSM 1030 / JCM 2381 / KCTC 1655) GN=atpD PE=1 SV=3
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|I7LZV1|3.A.2.1.4	76.8	241	56	0	1	723	247	487	1.80E-103	372.1	ATP synthase subunit beta OS=Tetrahymena thermophila (strain SB210) GN=TTHERM_00585260 PE=3 SV=1
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|P0ABB4|3.A.2.1.1	76.7	245	56	1	4	738	217	460	3.40E-102	367.9	ATP synthase subunit beta - Escherichia coli.
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|BAK19948|3.A.2.1.10	72.3	249	69	0	1	747	235	483	6.40E-101	363.6	ApH+ATPase beta subunit [Aphanothece halophytica]
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|P29707|3.A.2.1.2	72.4	246	68	0	1	738	217	462	4.60E-99	357.5	ATP synthase beta chain, sodium ion specific (EC 3.6.3.15) - Propionigenium modestum.
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|F8L1Z1|3.A.2.1.6	72.4	246	68	0	1	738	219	464	1.10E-97	352.8	ATP synthase subunit beta OS=Parachlamydia acanthamoebae (strain UV7) GN=atpD-B PE=3 SV=1
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|A0ZW41|3.A.2.1.11	82.6	218	38	0	1	654	257	474	1.60E-96	349	ATP synthase subunit beta OS=Polytomella sp. Pringsheim 198.80 GN=atp2 PE=2 SV=1
1416-augustus_masked-BBM_6-6977	gnl|TC-DB|BAK19931|3.A.2.1.9	52.7	245	116	0	1	735	225	469	1.80E-71	265.8	ApNa+ATPase beta subunit [Aphanothece halophytica]
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P43581|2.A.1.1.5	95.2	546	26	0	1	1638	1	546	0	1055.8	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P23585|2.A.1.1.111	80.8	511	98	0	67	1599	30	540	4.60E-253	870.2	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P39004|2.A.1.1.31	68.5	530	161	2	7	1590	21	546	7.40E-219	756.5	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P32467|2.A.1.1.30	66.1	531	177	1	7	1590	22	552	7.90E-213	736.5	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P54862|2.A.1.1.105	66.1	534	176	2	1	1596	16	546	2.60E-208	721.5	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P32465|2.A.1.1.108	68.7	485	152	0	136	1590	62	546	3.60E-205	711.1	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P13181|2.A.1.1.6	64.6	525	182	1	28	1590	28	552	2.80E-202	701.4	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|Q2MDH1|2.A.1.1.67	57.3	518	218	1	34	1578	7	524	1.20E-176	616.3	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P39924|2.A.1.1.110	57.9	504	211	1	103	1611	43	546	4.50E-176	614.4	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|P54854|2.A.1.1.107	57.1	499	213	1	109	1602	48	546	4.20E-174	607.8	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1417-augustus_masked-CPG_1-7550	gnl|TC-DB|Q400D8|2.A.1.1.36	45.9	481	255	3	139	1578	48	524	2.90E-122	435.6	Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans).
1423-augustus_masked-CPR_4-17889	gnl|TC-DB|P38631|9.B.119.1.1	86.4	1887	229	8	37	5685	14	1876	0	3270.7	1,3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FKS1 PE=1 SV=2
1424-augustus_masked-CPR_4-17889	gnl|TC-DB|P53220|3.A.8.1.1	88.2	245	23	1	1	735	1	239	4.20E-121	430.6	Import inner membrane translocase subunit TIM21, mitochondrial - Saccharomyces cerevisiae (Baker's yeast).
1428-augustus_masked-AHL_3-8012	gnl|TC-DB|Q9FI56|3.A.9.1.2	48.7	711	298	11	1309	3411	255	908	8.90E-182	634.4	Chaperone protein ClpC1, chloroplastic OS=Arabidopsis thaliana GN=CLPC1 PE=1 SV=1
1428-augustus_masked-AHL_3-8012	gnl|TC-DB|Q9SXJ7|3.A.9.1.2	48.6	712	297	11	1309	3411	276	929	2.60E-181	632.9	Chaperone protein ClpC2, chloroplastic OS=Arabidopsis thaliana GN=CLPC2 PE=2 SV=1
1436-maker-BDE_8-15861	gnl|TC-DB|P32467|2.A.1.1.30	50.3	175	62	3	28	477	9	183	2.40E-37	151.8	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1436-maker-BDE_8-15861	gnl|TC-DB|P39004|2.A.1.1.31	51.5	171	59	5	37	477	7	177	4.60E-36	147.5	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1436-maker-BDE_8-15861	gnl|TC-DB|P13181|2.A.1.1.6	45.9	183	75	2	1	477	1	183	2.50E-34	141.7	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1436-maker-BDE_8-15861	gnl|TC-DB|P54862|2.A.1.1.105	52.9	155	51	4	79	477	19	173	8.90E-32	133.3	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1436-maker-BDE_8-15861	gnl|TC-DB|P23585|2.A.1.1.111	46.3	175	55	4	10	477	14	168	6.40E-30	127.1	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1436-maker-BDE_8-15861	gnl|TC-DB|P32465|2.A.1.1.108	49.7	143	51	2	112	477	35	177	4.10E-29	124.4	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1436-maker-BDE_8-15861	gnl|TC-DB|P43581|2.A.1.1.5	56.5	124	35	2	163	477	38	161	2.70E-28	121.7	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1439-maker-AHM_1-7103	gnl|TC-DB|P32465|2.A.1.1.108	85.1	570	15	1	1	1500	1	570	9.90E-279	955.3	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1439-maker-AHM_1-7103	gnl|TC-DB|P32467|2.A.1.1.30	62.5	574	128	4	4	1500	15	576	1.70E-198	688.7	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1439-maker-AHM_1-7103	gnl|TC-DB|P39004|2.A.1.1.31	61.9	554	135	3	61	1500	19	570	1.40E-192	669.1	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1439-maker-AHM_1-7103	gnl|TC-DB|P13181|2.A.1.1.6	58.1	523	149	1	130	1488	50	572	1.10E-176	616.3	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1439-maker-AHM_1-7103	gnl|TC-DB|P54862|2.A.1.1.105	55.9	562	171	4	40	1494	5	566	3.30E-173	604.7	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1439-maker-AHM_1-7103	gnl|TC-DB|P43581|2.A.1.1.5	55.8	486	145	1	181	1428	45	530	6.40E-153	537.3	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1439-maker-AHM_1-7103	gnl|TC-DB|P23585|2.A.1.1.111	56.4	486	142	1	181	1428	52	537	2.40E-152	535.4	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1439-maker-AHM_1-7103	gnl|TC-DB|Q2MDH1|2.A.1.1.67	50.2	532	188	3	106	1470	15	546	8.40E-145	510.4	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1439-maker-AHM_1-7103	gnl|TC-DB|P39924|2.A.1.1.110	47.4	515	194	4	106	1431	30	540	1.70E-137	486.1	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1439-maker-AHM_1-7103	gnl|TC-DB|P54854|2.A.1.1.107	45.5	545	223	4	19	1434	1	544	1.00E-134	476.9	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1447-maker-CPQ_4-15250	gnl|TC-DB|P62837|3.A.20.1.1	80.6	144	28	0	13	444	4	147	6.50E-69	256.5	Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens GN=UBE2D2 PE=1 SV=1
1447-maker-CPQ_4-15250	gnl|TC-DB|Q8I607|3.A.16.1.3	76.2	143	34	0	13	441	4	146	1.10E-63	239.2	Ubiquitin conjugating enzyme E2, putative OS=Plasmodium falciparum (isolate 3D7) GN=PFL0190w PE=3 SV=1
1447-maker-CPQ_4-15250	gnl|TC-DB|E7Q288|3.A.16.1.2	46.3	149	78	2	1	441	1	149	1.50E-33	139	Ubc1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_0886 PE=3 SV=1
1448-maker-BBM_6-7237	gnl|TC-DB|P32319|9.A.63.1.1	77.1	752	136	3	1	2148	828	1579	0	1200.3	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1462-maker-CPM_4-14876	gnl|TC-DB|P38971|2.A.3.10.11	93.4	573	38	0	37	1755	1	573	0	1056.6	Basic amino-acid permease - Saccharomyces cerevisiae (Baker's yeast).
1462-maker-CPM_4-14876	gnl|TC-DB|P04817|2.A.3.10.4	71.3	527	149	2	175	1755	66	590	1.30E-221	765.8	Arginine permease - Saccharomyces cerevisiae (Baker's yeast).
1462-maker-CPM_4-14876	gnl|TC-DB|P32487|2.A.3.10.10	65	523	181	2	175	1743	87	607	1.80E-202	702.2	Lysine-specific permease - Saccharomyces cerevisiae (Baker's yeast).
1462-maker-CPM_4-14876	gnl|TC-DB|P43059|2.A.3.10.20	54.7	532	225	7	178	1743	42	567	4.30E-156	548.1	Lysine/arginine permease - Candida albicans (Yeast).
1480-maker-CPQ_4-15294	gnl|TC-DB|P62837|3.A.20.1.1	49.7	143	72	0	16	444	4	146	2.20E-35	145.2	Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens GN=UBE2D2 PE=1 SV=1
1480-maker-CPQ_4-15294	gnl|TC-DB|Q8I607|3.A.16.1.3	47.9	144	75	0	16	447	4	147	4.10E-34	141	Ubiquitin conjugating enzyme E2, putative OS=Plasmodium falciparum (isolate 3D7) GN=PFL0190w PE=3 SV=1
1494-maker-BEE_6-12017	gnl|TC-DB|P15685|2.A.1.1.10	70.8	295	7	1	1	885	36	251	6.10E-109	390.6	Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast).
1494-maker-BEE_6-12017	gnl|TC-DB|P53048|2.A.1.1.11	59.7	196	76	2	313	894	66	260	7.80E-64	240.7	General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast).
1497-maker-CDN_4-6216	gnl|TC-DB|P32319|9.A.63.1.1	48	738	304	10	1	2022	21	742	1.10E-187	653.3	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1512-maker-ABP_6-5400	gnl|TC-DB|Q3E7B6|3.A.2.2.3	100	73	0	0	1	219	1	73	1.40E-35	144.8	V-type proton ATPase subunit e OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA9 PE=1 SV=1
1538-maker-YCY-8051	gnl|TC-DB|P00163|3.D.3.3.1	90.3	103	1	1	61	342	170	272	3.90E-45	177.2	Cytochrome B - Saccharomyces cerevisiae (Baker's yeast).
1549-maker-CDT_2-5317	gnl|TC-DB|P17064|2.A.39.2.1	63.2	209	7	1	1	417	325	533	1.80E-65	245	PURINE-CYTOSINE PERMEASE (PCP) (CYTOSINE/PURINE TRANSPORT PROTEIN) - Saccharomyces cerevisiae (Baker's yeast).
1549-maker-CDT_2-5317	gnl|TC-DB|Q708J7|2.A.39.2.3	62.6	115	43	0	16	360	311	425	1.10E-36	149.4	Putative purine-cytosine permease - Candida albicans (Yeast).
1566-maker-AQD_4-6575	gnl|TC-DB|P41815|2.A.3.10.27	95.5	604	19	2	1	1788	1	604	0	1142.9	Valine amino-acid permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BAP3 PE=1 SV=2
1566-maker-AQD_4-6575	gnl|TC-DB|P38084|2.A.3.10.6	73.7	585	136	4	76	1788	29	609	2.70E-251	864.4	LEU/VAL/ILE amino-acid permease (Branched-chain amino-acid permease 2) - Saccharomyces cerevisiae (Baker's yeast).
1566-maker-AQD_4-6575	gnl|TC-DB|P25376|2.A.3.10.7	51.6	587	268	4	73	1788	48	633	1.90E-172	602.4	Asparagine/glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
1566-maker-AQD_4-6575	gnl|TC-DB|P48813|2.A.3.10.5	56.4	512	215	2	277	1788	152	663	1.50E-169	592.8	High-affinity glutamine permease - Saccharomyces cerevisiae (Baker's yeast).
1566-maker-AQD_4-6575	gnl|TC-DB|P38085|2.A.3.10.9	52.8	521	224	6	163	1698	66	573	5.20E-149	524.6	Valine/tyrosine/tryptophan amino-acid permease - Saccharomyces cerevisiae (Baker's yeast).
1575-snap_masked-BBM_6-7010	gnl|TC-DB|P81450|8.A.73.2.4	98.3	59	1	0	1	177	1	59	4.10E-30	126.3	ATP synthase subunit J, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP18 PE=1 SV=1
1581-snap_masked-CDT_2-5211	gnl|TC-DB|Q08902|2.A.1.3.52	97.9	483	10	0	1	1449	33	515	3.30E-279	956.8	Drug resistance protein YOR378W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR378W PE=1 SV=1
1589-snap_masked-BVG_4-25625	gnl|TC-DB|P39932|2.A.1.1.38	98.6	349	5	0	1	1047	220	568	1.10E-194	675.6	Sugar transporter STL1 - Saccharomyces cerevisiae (Baker's yeast).
1589-snap_masked-BVG_4-25625	gnl|TC-DB|Q5A8J5|2.A.1.1.73	60.7	321	122	2	31	981	218	538	2.00E-108	389	Putative uncharacterized protein STL1 OS=Candida albicans GN=HGT10 PE=4 SV=1
1589-snap_masked-BVG_4-25625	gnl|TC-DB|AKU75155.2|2.A.1.1.137	55.7	343	152	0	4	1032	206	548	4.10E-106	381.3	glycerol symporter [Wickerhamomyces anomalus]
1592-snap_masked-YCL-7822	gnl|TC-DB|Q08269|1.A.35.2.1	96.2	312	12	0	1	936	548	859	2.00E-168	588.2	Aluminum resistance protein 1 - Saccharomyces cerevisiae (Baker's yeast).
1592-snap_masked-YCL-7822	gnl|TC-DB|O13657|1.A.35.2.3	52.2	247	76	2	1	738	591	796	5.00E-63	238	Putative metal ion transporter C27B12.12c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pi066 PE=1 SV=1
1594-snap_masked-AMH_5-6573	gnl|TC-DB|P38631|9.B.119.1.1	96.9	782	24	0	1	2346	1095	1876	0	1533.1	1,3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FKS1 PE=1 SV=2
1596-snap_masked-CPM_4-14907	gnl|TC-DB|Q08299|2.A.1.16.2	95.2	252	12	0	1	756	355	606	1.30E-133	472.2	CHROMOSOME XV READING FRAME ORF YOL158C - Saccharomyces cerevisiae (Baker's yeast).
1613-snap_masked-CPA_4-16966	gnl|TC-DB|P38702|2.A.29.12.4	97.2	284	8	0	1	852	74	357	1.50E-162	568.5	Mitochondrial carrier protein LEU5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU5 PE=2 SV=1
1629-snap_masked-CQS_4-6404	gnl|TC-DB|P15685|2.A.1.1.10	87.6	483	60	0	1	1449	132	614	1.80E-256	881.3	Maltose permease MAL6T (Maltose transport protein MAL6T) - Saccharomyces cerevisiae (Baker's yeast).
1629-snap_masked-CQS_4-6404	gnl|TC-DB|P53048|2.A.1.1.11	59.1	452	182	3	1	1353	139	588	1.30E-163	572.8	General alpha-glucoside permease - Saccharomyces cerevisiae (Baker's yeast).
1631-snap_masked-BDG_5-19334	gnl|TC-DB|P40100|9.A.26.1.3	51.3	302	142	1	22	912	2	303	4.60E-80	294.7	Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast).
1634-snap_masked-AID_2-6456	gnl|TC-DB|Q08970|2.A.4.1.6	59.8	336	134	1	430	1434	114	449	3.80E-116	415.2	Mitochondrial metal transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMT2 PE=1 SV=2
1648-snap_masked-CGE_5-5812	gnl|TC-DB|P48439|1.A.76.1.8	95.4	350	16	0	1	1050	1	350	1.30E-189	658.7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OST3 PE=1 SV=1
1648-snap_masked-CGE_5-5812	gnl|TC-DB|P48439|9.B.142.3.14	95.4	350	16	0	1	1050	1	350	1.30E-189	658.7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OST3 PE=1 SV=1
1660-snap_masked-BCB_3-14860	gnl|TC-DB|P13181|2.A.1.1.6	58.6	87	36	0	1	261	255	341	4.60E-22	100.1	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P39924|2.A.1.1.110	95.4	174	8	0	1	522	391	564	4.00E-94	340.5	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P54854|2.A.1.1.107	90.6	171	16	0	1	513	394	564	3.70E-87	317.4	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P13181|2.A.1.1.6	68.3	167	51	1	1	495	404	570	9.70E-64	239.6	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P39004|2.A.1.1.31	75.2	149	37	0	4	450	399	547	1.70E-63	238.8	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P32465|2.A.1.1.108	69.3	150	46	0	1	450	398	547	6.50E-60	226.9	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P32467|2.A.1.1.30	69.1	149	46	0	4	450	405	553	1.40E-59	225.7	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P43581|2.A.1.1.5	62.2	156	58	1	7	474	384	538	9.10E-54	206.5	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P23585|2.A.1.1.111	62.6	147	55	0	7	447	391	537	1.00E-52	203	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|P54862|2.A.1.1.105	55.6	171	74	1	1	507	394	564	8.00E-50	193.4	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|Q2MDH1|2.A.1.1.67	56.8	148	61	1	7	441	379	526	1.00E-44	176.4	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1669-snap_masked-BEE_6-12017	gnl|TC-DB|Q8J0U9|2.A.1.1.58	50	144	70	1	7	438	386	527	2.30E-36	148.7	Monosaccharide transporter - Aspergillus niger.
1669-snap_masked-BEE_6-12017	gnl|TC-DB|O74849|2.A.1.1.22	45.6	158	83	2	7	480	343	497	1.80E-33	139	High-affinity fructose transporter ght6 (Hexose transporter 6) - Schizosaccharomyces pombe (Fission yeast).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|Q400D8|2.A.1.1.36	49.3	144	69	2	7	435	384	524	1.80E-33	139	Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|O74969|2.A.1.1.21	46	163	81	2	7	495	345	500	3.00E-33	138.3	High-affinity glucose transporter ght2 (Hexose transporter 2) - Schizosaccharomyces pombe (Fission yeast).
1669-snap_masked-BEE_6-12017	gnl|TC-DB|Q9P3U6|2.A.1.1.112	47.8	138	70	1	7	420	341	476	2.80E-31	131.7	High-affinity glucose transporter ght1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=ght1 PE=1 SV=1
1681-snap_masked-APS_4-8484	gnl|TC-DB|O60706|3.A.1.208.23	45.2	146	78	2	61	495	751	895	4.00E-31	131.7	ATP-binding cassette sub-family C member 9 OS=Homo sapiens GN=ABCC9 PE=1 SV=2
1681-snap_masked-APS_4-8484	gnl|TC-DB|Q09428|3.A.1.208.4	45.2	146	76	3	64	495	769	912	9.00E-31	130.6	Sulfonylurea receptor 1 - Homo sapiens (Human).
1681-snap_masked-APS_4-8484	gnl|TC-DB|X1WW89|3.A.1.208.35	46	150	79	2	61	507	698	846	2.60E-30	129	Uncharacterized protein OS=Acyrthosiphon pisum PE=4 SV=1
1682-snap_masked-CLG_4-26387	gnl|TC-DB|P32804|2.A.5.1.1	87.3	245	29	1	1	729	1	245	9.20E-121	429.5	ZRT1 PROTEIN - Saccharomyces cerevisiae (Baker's yeast).
1705-snap_masked-BVC_6-19273	gnl|TC-DB|P32319|9.A.63.1.1	52	587	252	7	76	1758	1	583	4.30E-164	574.7	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1710-snap_masked-AHL_3-7774	gnl|TC-DB|P06493|1.I.1.1.3	52.1	292	131	4	19	891	4	287	3.60E-82	301.6	Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=3
1714-snap_masked-ASB_2-40163	gnl|TC-DB|Q9UVL6|3.A.3.5.9	52.5	1018	457	10	523	3528	169	1175	1.40E-294	1009.2	Copper resistance-associated P-type ATPase - Candida albicans (Yeast).
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P32465|2.A.1.1.108	93.1	102	7	0	1	306	326	427	5.00E-52	199.9	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P39004|2.A.1.1.31	74.5	102	26	0	1	306	326	427	1.10E-40	162.2	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P32467|2.A.1.1.30	73.5	102	27	0	1	306	332	433	2.60E-40	161	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
