"panID"	"ID"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"ec"	"annotation"
"YEL069C"	"gnl|TC-DB|P39924|2.A.1.1.110"	100	564	0	0	1	564	1	564	0	1129	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YEL069C"	"gnl|TC-DB|P54854|2.A.1.1.107"	91	565	48	1	1	562	1	565	5.5e-302	1032.7	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YEL069C"	"gnl|TC-DB|P13181|2.A.1.1.6"	60.1	544	210	3	18	555	28	570	5.9e-187	650.6	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YEL069C"	"gnl|TC-DB|P39004|2.A.1.1.31"	61.9	509	193	1	44	552	52	559	1e-186	649.8	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YEL069C"	"gnl|TC-DB|P32467|2.A.1.1.30"	56.6	539	231	2	2	540	18	553	3.7e-181	631.3	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YEL069C"	"gnl|TC-DB|P32465|2.A.1.1.108"	58.8	497	204	1	44	540	52	547	1.1e-180	629.8	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YEL069C"	"gnl|TC-DB|P54862|2.A.1.1.105"	56.2	521	224	3	22	539	25	544	3.4e-174	608.2	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YEL069C"	"gnl|TC-DB|P43581|2.A.1.1.5"	58.4	497	206	1	43	539	35	530	1.7e-173	605.9	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YEL069C"	"gnl|TC-DB|P23585|2.A.1.1.111"	55.8	536	234	2	4	539	5	537	9.1e-172	600.1	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YEL069C"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	52.3	497	233	2	44	537	31	526	8e-160	560.5	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YER008C"	"gnl|TC-DB|P33332|1.F.2.1.1"	100	1336	0	0	1	1336	1	1336	0	2259.2	"1.F.2.1.1"	"Exocyst complex component SEC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC3 PE=1 SV=1"
"YER015W"	"gnl|TC-DB|P39518|4.C.1.1.15"	100	744	0	0	1	744	1	744	0	1497.3	"4.C.1.1.15"	"Long-chain-fatty-acid--CoA ligase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAA2 PE=1 SV=1"
"YER017C"	"gnl|TC-DB|P39925|3.A.29.1.1"	100	761	0	0	1	761	1	761	0	1406.7	"3.A.29.1.1"	"Mitochondrial respiratory chain complexes assembly protein AFG3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AFG3 PE=1 SV=1"
"YER017C"	"gnl|TC-DB|P40341|3.A.29.1.1"	59.1	638	238	6	118	746	177	800	4.8e-208	721.1	"3.A.29.1.1"	"Mitochondrial respiratory chain complexes assembly protein YTA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YTA12 PE=1 SV=2"
"YER017C"	"gnl|TC-DB|Q9N3T5|3.A.29.1.2"	56.3	609	239	13	144	738	144	739	7.2e-164	574.3	"3.A.29.1.2"	"AFG3-like protein spg-7 OS=Caenorhabditis elegans OX=6239 GN=spg-7 PE=3 SV=2"
"YER019C-A"	"gnl|TC-DB|P52871|3.A.5.8.1"	100	88	0	0	1	88	1	88	1.3e-40	161.8	"3.A.5.8.1"	"Protein transport protein SEC61 beta 2 subunit - Saccharomyces cerevisiae (Baker's yeast)."
"YER039C"	"gnl|TC-DB|P40107|2.A.7.13.1"	79.2	240	46	1	1	240	98	333	1.3e-101	365.9	"2.A.7.13.1"	"Vanadate resistance protein GOG5/VRG4/VAN2 - Saccharomyces cerevisiae (Baker's yeast)."
"YER039C"	"gnl|TC-DB|Q5A477|2.A.7.13.2"	64.8	244	69	3	1	240	133	363	2.5e-81	298.5	"2.A.7.13.2"	"2.A.7.13.2 GDP-mannose transporter"
"YER039C"	"gnl|TC-DB|P0CS02|2.A.7.13.6"	50.2	253	118	2	1	245	138	390	4.8e-64	241.1	"2.A.7.13.6"	"GDP-mannose transporter 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) GN=GMT1 PE=2 SV=1"
"YER039C"	"gnl|TC-DB|P0CS04|2.A.7.13.7"	51.4	255	110	4	1	241	157	411	1.4e-63	239.6	"2.A.7.13.7"	"GDP-mannose transporter 2 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) GN=GMT2 PE=2 SV=1"
"YER039C-A"	"gnl|TC-DB|P40107|2.A.7.13.1"	80.6	67	13	0	6	72	11	77	2.9e-22	100.5	"2.A.7.13.1"	"Vanadate resistance protein GOG5/VRG4/VAN2 - Saccharomyces cerevisiae (Baker's yeast)."
"YER046W"	"gnl|TC-DB|P40031|3.A.20.1.5"	100	143	0	0	1	143	1	143	9.1e-84	305.8	"3.A.20.1.5"	"Sporulation-specific protein 73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPO73 PE=3 SV=1"
"YER053C"	"gnl|TC-DB|P40035|2.A.29.4.4"	100	300	0	0	1	300	1	300	5e-177	616.7	"2.A.29.4.4"	"Mitochondrial phosphate carrier protein 2 OS=Saccharomyces cerevisiae GN=PIC2 PE=1 SV=1"
"YER053C"	"gnl|TC-DB|Q9FMU6|2.A.29.4.6"	50.2	307	136	7	3	300	62	360	4.5e-77	284.6	"2.A.29.4.6"	"AT5g14040/MUA22_4 OS=Arabidopsis thaliana GN=PHT3;1 PE=2 SV=1"
"YER053C"	"gnl|TC-DB|P12234|2.A.29.4.1"	50	288	129	5	17	297	64	343	1.7e-76	282.7	"2.A.29.4.1"	"PHOSPHATE CARRIER PROTEIN, MITOCHONDRIAL PRECURSOR (PTP) - Bos taurus (Bovine)."
"YER053C"	"gnl|TC-DB|Q00325|2.A.29.4.2"	49.7	288	130	5	17	297	64	343	1.9e-75	279.3	"2.A.29.4.2"	"Phosphate carrier protein, mitochondrial precursor (PTP) - Homo sapiens (Human)."
"YER053C"	"gnl|TC-DB|Q8VEM8|2.A.29.4.5"	47.8	289	136	5	16	297	58	338	1.4e-73	273.1	"2.A.29.4.5"	"Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1"
"YER056C"	"gnl|TC-DB|P17064|2.A.39.2.1"	100	533	0	0	1	533	1	533	2.2e-308	1053.9	"2.A.39.2.1"	"PURINE-CYTOSINE PERMEASE (PCP) (CYTOSINE/PURINE TRANSPORT PROTEIN) - Saccharomyces cerevisiae (Baker's yeast)."
"YER056C"	"gnl|TC-DB|Q708J7|2.A.39.2.3"	55.6	514	218	3	24	530	2	512	4.2e-158	554.7	"2.A.39.2.3"	"Putative purine-cytosine permease - Candida albicans (Yeast)."
"YER060W"	"gnl|TC-DB|P17064|2.A.39.2.1"	74.1	525	123	3	17	528	9	533	5.6e-232	800	"2.A.39.2.1"	"PURINE-CYTOSINE PERMEASE (PCP) (CYTOSINE/PURINE TRANSPORT PROTEIN) - Saccharomyces cerevisiae (Baker's yeast)."
"YER060W"	"gnl|TC-DB|Q708J7|2.A.39.2.3"	54.7	501	219	3	26	525	19	512	2e-157	552.4	"2.A.39.2.3"	"Putative purine-cytosine permease - Candida albicans (Yeast)."
"YER060W"	"gnl|TC-DB|B1PXD0|2.A.39.2.4"	46.1	473	247	5	57	528	43	508	1.4e-113	406.8	"2.A.39.2.4"	"Cytosine-purine permease OS=Emericella nidulans GN=fcyB PE=2 SV=1"
"YER060W-A"	"gnl|TC-DB|P17064|2.A.39.2.1"	84.7	478	73	0	53	530	56	533	9.6e-240	825.9	"2.A.39.2.1"	"PURINE-CYTOSINE PERMEASE (PCP) (CYTOSINE/PURINE TRANSPORT PROTEIN) - Saccharomyces cerevisiae (Baker's yeast)."
"YER060W-A"	"gnl|TC-DB|Q708J7|2.A.39.2.3"	51.3	528	230	4	1	527	11	512	1.5e-144	509.6	"2.A.39.2.3"	"Putative purine-cytosine permease - Candida albicans (Yeast)."
"YER072W"	"gnl|TC-DB|P40046|9.B.51.1.6"	100	129	0	0	1	129	1	129	2.3e-70	261.2	"9.B.51.1.6"	"Vacuolar transporter chaperone 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC1 PE=1 SV=3"
"YER083C"	"gnl|TC-DB|P40056|3.A.21.1.1"	100	285	0	0	1	285	1	285	1.3e-153	538.9	"3.A.21.1.1"	"Golgi to ER traffic protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET2 PE=1 SV=2"
"YER087C-B"	"gnl|TC-DB|P52870|3.A.5.8.1"	100	82	0	0	1	82	1	82	1.6e-37	151.4	"3.A.5.8.1"	"Protein transport protein SEC61 beta 1 subunit - Saccharomyces cerevisiae (Baker's yeast)."
"YER100W"	"gnl|TC-DB|E7NGV2|3.A.16.1.2"	99.6	250	1	0	1	250	1	250	1.2e-131	465.7	"3.A.16.1.2"	"Ubc6p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_1338 PE=4 SV=1"
"YER103W"	"gnl|TC-DB|P08107|1.A.33.1.3"	73.4	639	167	1	4	642	6	641	2.2e-262	901.4	"1.A.33.1.3"	"Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human)."
"YER103W"	"gnl|TC-DB|P22953|1.A.33.1.1"	65.9	643	215	3	4	642	9	651	8.9e-232	799.7	"1.A.33.1.1"	"HEAT SHOCK COGNATE 70 KDA PROTEIN 1 (HSC70.1) - Arabidopsis thaliana (Mouse-ear cress)."
"YER103W"	"gnl|TC-DB|P11021|1.A.33.1.6"	63.6	618	213	6	5	616	31	642	5.8e-215	743.8	"1.A.33.1.6"	"78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2"
"YER103W"	"gnl|TC-DB|Q02028|3.A.9.1.1"	50.2	619	285	11	3	615	69	670	1.4e-152	536.6	"3.A.9.1.1"	"Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea)."
"YER103W"	"gnl|TC-DB|P0A6Y8|1.A.33.1.2"	50	616	280	12	1	605	1	599	3.8e-150	528.5	"1.A.33.1.2"	"Chaperone protein dnaK - Escherichia coli."
"YER103W"	"gnl|TC-DB|G4NXA5|1.A.33.1.4"	47.3	620	281	11	1	615	1	579	6.3e-145	511.1	"1.A.33.1.4"	"Chaperone protein DnaK OS=Bacillus subtilis subsp. spizizenii TU-B-10 GN=dnaK PE=3 SV=1"
"YER105C"	"gnl|TC-DB|P40064|1.I.1.1.1"	100	1391	0	0	1	1391	1	1391	0	2734.5	"1.I.1.1.1"	"Nucleoporin NUP157 - Saccharomyces cerevisiae (Baker's yeast)."
"YER107C"	"gnl|TC-DB|P40066|1.I.1.1.1"	100	365	0	0	1	365	1	365	2e-220	761.1	"1.I.1.1.1"	"Nucleoporin GLE2 - Saccharomyces cerevisiae (Baker's yeast)."
"YER107C"	"gnl|TC-DB|G0SEA3|1.I.1.1.2"	49.3	359	164	7	15	365	9	357	2.1e-100	362.5	"1.I.1.1.2"	"Nucleoporin GLE2 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) GN=GLE2 PE=3 SV=1"
"YER119C"	"gnl|TC-DB|P40074|2.A.18.6.6"	100	448	0	0	1	448	1	448	2.1e-243	837.8	"2.A.18.6.6"	"Hypothetical 48.8 kDa protein in SSU81-SCS2 intergenic region - Saccharomyces cerevisiae (Baker's yeast). "
"YER119C"	"gnl|TC-DB|P38176|2.A.18.6.10"	52.1	468	189	9	1	447	1	454	2.3e-117	419.1	"2.A.18.6.10"	"Vacuolar amino acid transporter 5 OS=Saccharomyces cerevisiae GN=AVT5 PE=2 SV=2"
"YER125W"	"gnl|TC-DB|Q8CFI0|8.A.30.1.1"	48.7	596	275	13	231	806	416	1000	7e-157	551.2	"8.A.30.1.1"	"E3 ubiquitin-protein ligase NEDD4-like protein - Mus musculus (Mouse)."
"YER125W"	"gnl|TC-DB|P46934|8.A.30.1.2"	48	581	263	9	231	806	769	1315	5.9e-156	548.1	"8.A.30.1.2"	"E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens GN=NEDD4 PE=1 SV=4"
"YER145C"	"gnl|TC-DB|P40088|2.A.108.1.1"	100	404	0	0	1	404	1	404	4e-230	793.5	"2.A.108.1.1"	"PLASMA MEMBRANE IRON PERMEASE - Saccharomyces cerevisiae (Baker's yeast)."
"YER145C"	"gnl|TC-DB|Q9P8U8|2.A.108.1.3"	59.2	377	149	2	5	379	4	377	1.6e-125	446	"2.A.108.1.3"	"High-affinity iron permease CaFTR2 - Candida albicans (Yeast)."
"YER145C"	"gnl|TC-DB|Q9P8U9|2.A.108.1.2"	59.5	368	143	4	5	370	4	367	7.6e-120	427.2	"2.A.108.1.2"	"High-affinity iron permease CaFTR1 - Candida albicans (Yeast)."
"YER145C"	"gnl|TC-DB|Q09919|2.A.108.1.5"	51.1	305	134	4	1	298	1	297	4.2e-78	288.5	"2.A.108.1.5"	"Plasma membrane iron permease - Schizosaccharomyces pombe (Fission yeast)."
"YER154W"	"gnl|TC-DB|P39952|2.A.9.1.1"	100	402	0	0	1	402	1	402	4.9e-204	706.8	"2.A.9.1.1"	"CYTOCHROME OXIDASE BIOGENESIS PROTEIN OXA1, MITOCHONDRIAL PRECURSOR - Saccharomyces cerevisiae (Baker's yeast)."
"YER166W"	"gnl|TC-DB|P32660|3.A.3.8.4"	100	1571	0	0	1	1571	1	1571	0	3137.1	"3.A.3.8.4"	"Probable phospholipid-transporting ATPase DNF1 (EC 3.6.3.1) - Saccharomyces cerevisiae (Baker's yeast)"
"YER166W"	"gnl|TC-DB|Q12675|3.A.3.8.5"	68.8	1602	448	15	8	1571	24	1611	0	2204.1	"3.A.3.8.5"	"Probable phospholipid-transporting ATPase DNF2 (EC 3.6.3.1) - Saccharomyces cerevisiae (Baker's yeast)"
"YER177W"	"gnl|TC-DB|P48349|8.A.98.1.8"	71	238	65	2	5	239	7	243	8.6e-88	320.1	"8.A.98.1.8"	"14-3-3-like protein GF14 lambda OS=Arabidopsis thaliana GN=GRF6 PE=1 SV=1"
"YER177W"	"gnl|TC-DB|P63104|8.A.98.1.2"	67.7	232	72	1	5	236	3	231	3e-80	295	"8.A.98.1.2"	"14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1"
"YER177W"	"gnl|TC-DB|P29310|8.A.98.1.1"	65.4	237	78	2	1	236	1	234	1.5e-79	292.7	"8.A.98.1.1"	"14-3-3 protein zeta OS=Drosophila melanogaster GN=14-3-3zeta PE=1 SV=1"
"YER177W"	"gnl|TC-DB|C0H4V6|8.A.98.1.3"	60.9	248	85	3	1	237	1	247	2.4e-77	285.4	"8.A.98.1.3"	"14-3-3 protein OS=Plasmodium falciparum (isolate 3D7) GN=PF3D7_0818200 PE=3 SV=1"
"YER185W"	"gnl|TC-DB|P40100|9.A.26.1.3"	100	303	0	0	1	303	1	303	1.1e-158	555.8	"9.A.26.1.3"	"Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast)."
"YFL004W"	"gnl|TC-DB|P43585|4.E.1.1.1"	100	828	0	0	1	828	1	828	0	1611.7	"4.E.1.1.1"	"Vacuolar transporter chaperone 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC2 PE=1 SV=1"
"YFL004W"	"gnl|TC-DB|Q02725|4.E.1.1.2"	56.3	851	328	10	1	824	1	834	1.5e-263	905.6	"4.E.1.1.2"	"Vacuolar transporter chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC3 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|P43581|2.A.1.1.5"	100	546	0	0	1	546	1	546	0	1093.2	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YFL011W"	"gnl|TC-DB|P23585|2.A.1.1.111"	81.8	511	93	0	23	533	30	540	1.2e-253	872.1	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|P39004|2.A.1.1.31"	68.3	530	162	2	3	530	21	546	1.1e-217	752.7	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|P32467|2.A.1.1.30"	66.3	531	172	2	3	530	26	552	8.7e-212	733	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YFL011W"	"gnl|TC-DB|P54862|2.A.1.1.105"	65.8	532	178	2	2	531	16	545	2.6e-208	721.5	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|P32465|2.A.1.1.108"	68	485	155	0	46	530	62	546	5.1e-204	707.2	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|P13181|2.A.1.1.6"	66.2	512	169	1	23	530	41	552	1.5e-203	705.7	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YFL011W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	57.7	518	216	1	12	526	7	524	1.8e-177	619	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YFL011W"	"gnl|TC-DB|P39924|2.A.1.1.110"	58.4	497	206	1	35	530	43	539	4.5e-176	614.4	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|P54854|2.A.1.1.107"	57.2	495	211	1	37	530	48	542	9.4e-174	606.7	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YFL011W"	"gnl|TC-DB|Q400D8|2.A.1.1.36"	46.2	481	254	3	47	526	48	524	7.6e-123	437.6	"2.A.1.1.36"	"Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans)."
"YFL026W"	"gnl|TC-DB|D6VTK4|9.B.45.1.1"	100	431	0	0	1	431	1	431	9.9e-235	808.9	"9.B.45.1.1"	"Pheromone alpha factor receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE2 PE=1 SV=2"
"YFL040W"	"gnl|TC-DB|P43562|2.A.1.1.100"	100	540	0	0	1	540	1	540	0	1075.5	"2.A.1.1.100"	"Probable metabolite transport protein YFL040W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFL040W PE=1 SV=1"
"YFL041W"	"gnl|TC-DB|P43561|2.A.108.1.4"	100	622	0	0	1	622	1	622	0	1291.6	"2.A.108.1.4"	"Iron transport multicopper oxidase FET5 precursor (EC 1.-.-.-) - Saccharomyces cerevisiae (Baker's yeast)."
"YFL041W"	"gnl|TC-DB|P38993|2.A.108.1.1"	47.5	613	294	11	14	618	17	609	6.5e-163	570.9	"2.A.108.1.1"	"IRON TRANSPORT MULTICOPPER OXIDASE FET3 PRECURSOR (EC 1.-.-.-) - Saccharomyces cerevisiae (Baker's yeast)."
"YFL042C"	"gnl|TC-DB|P43560|9.B.198.2.3"	100	674	0	0	1	674	1	674	0	1221.8	"9.B.198.2.3"	"Membrane-anchored lipid-binding protein LAM5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAM5 PE=1 SV=2"
"YFL050C"	"gnl|TC-DB|Q08269|1.A.35.2.1"	67.9	860	273	2	1	858	1	859	0	1097.4	"1.A.35.2.1"	"Aluminum resistance protein 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YFL054C"	"gnl|TC-DB|P43549|1.A.8.9.7"	100	646	0	0	1	646	1	646	0	1285	"1.A.8.9.7"	"HYPOTHETICAL 70.5 KDA PROTEIN IN AGP3-DAK3 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast)."
"YFL055W"	"gnl|TC-DB|P43548|2.A.3.10.14"	100	558	0	0	1	558	1	558	0	1098.2	"2.A.3.10.14"	"General amino acid permease AGP3 - Saccharomyces cerevisiae (Baker's yeast)."
"YFR002W"	"gnl|TC-DB|P34077|1.I.1.1.1"	100	839	0	0	1	839	1	839	0	1628.2	"1.I.1.1.1"	"Nucleoporin NIC96 - Saccharomyces cerevisiae (Baker's yeast)."
"YFR021W"	"gnl|TC-DB|P43601|9.A.15.1.1"	100	500	0	0	1	500	1	500	4.6e-276	946.4	"9.A.15.1.1"	"Autophagy-related protein 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG18 PE=1 SV=1"
"YGL006W"	"gnl|TC-DB|P38929|3.A.3.2.2"	100	1173	0	0	1	1173	1	1173	0	2264.2	"3.A.3.2.2"	"CALCIUM-TRANSPORTING ATPASE 2 (EC 3.6.3.8) (VACUOLAR CA2+-ATPASE) - Saccharomyces cerevisiae (Baker's yeast)."
"YGL008C"	"gnl|TC-DB|P05030|3.A.3.3.6"	100	875	0	0	44	918	44	918	0	1701.8	"3.A.3.3.6"	"Plasma membrane ATPase 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YGL008C"	"gnl|TC-DB|P07038|3.A.3.3.1"	77.9	849	186	1	70	916	70	918	0	1292.7	"3.A.3.3.1"	"PLASMA MEMBRANE ATPASE (EC 3.6.3.6) (PROTON PUMP) - Neurospora crassa."
"YGL008C"	"gnl|TC-DB|B3LDT4|3.A.3.3.10"	48.7	922	383	12	67	914	75	980	6.1e-234	807.4	"3.A.3.3.10"	"Plasma membrane ATPase OS=Leptosphaeria maculans GN=pma1 PE=3 SV=1"
"YGL020C"	"gnl|TC-DB|P53192|3.A.21.1.1"	100	235	0	0	1	235	1	235	1.7e-132	468.4	"3.A.21.1.1"	"Golgi to ER traffic protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET1 PE=1 SV=1"
"YGL022W"	"gnl|TC-DB|P39007|9.B.142.3.14"	100	718	0	0	1	718	1	718	0	1436	"9.B.142.3.14"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STT3 PE=1 SV=2"
"YGL022W"	"gnl|TC-DB|G9P430|9.B.142.3.5"	61	725	262	5	13	718	19	741	3.3e-259	891	"9.B.142.3.5"	"Glycosyltransferase family 66 protein OS=Hypocrea atroviridis (strain ATCC 20476 / IMI 206040) GN=TRIATDRAFT_148028 PE=4 SV=1"
"YGL022W"	"gnl|TC-DB|B3S136|9.B.142.3.3"	53.4	691	302	8	13	689	7	691	2.6e-211	731.9	"9.B.142.3.3"	"Putative uncharacterized protein OS=Trichoplax adhaerens GN=TRIADDRAFT_36216 PE=4 SV=1"
"YGL022W"	"gnl|TC-DB|B4DJ24|9.B.142.3.4"	53.6	616	262	9	91	689	1	609	7.5e-179	624	"9.B.142.3.4"	"cDNA FLJ58575, highly similar to Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (EC 2.4.1.119) OS=Homo sapiens PE=2 SV=1"
"YGL054C"	"gnl|TC-DB|P53173|8.A.61.1.1"	100	138	0	0	1	138	1	138	4.8e-74	273.5	"8.A.61.1.1"	"ER-derived vesicles protein ERV14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV14 PE=1 SV=3"
"YGL077C"	"gnl|TC-DB|P19807|2.A.3.4.1"	100	563	0	0	1	563	1	563	0	1125.5	"2.A.3.4.1"	"Choline transport protein - Saccharomyces cerevisiae (Baker's yeast)."
"YGL080W"	"gnl|TC-DB|P53157|2.A.105.1.1"	100	130	0	0	1	130	1	130	2.1e-71	264.6	"2.A.105.1.1"	"Mitochondrial pyruvate carrier 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP37 PE=1 SV=1"
"YGL080W"	"gnl|TC-DB|Q7KSC4|2.A.105.1.3"	52.6	95	45	0	19	113	12	106	1e-25	112.8	"2.A.105.1.3"	"Mitochondrial pyruvate carrier 1 OS=Drosophila melanogaster GN=Mpc1 PE=2 SV=1"
"YGL080W"	"gnl|TC-DB|Q9Y5U8|2.A.105.1.2"	57.5	87	37	0	19	105	15	101	1.7e-25	112.1	"2.A.105.1.2"	"Mitochondrial pyruvate carrier 1 OS=Homo sapiens GN=BRP44L PE=1 SV=1"
"YGL084C"	"gnl|TC-DB|P53154|2.A.50.1.1"	100	560	0	0	1	560	1	560	0	1117.1	"2.A.50.1.1"	"HYPOTHETICAL 65.3 KDA PROTEIN IN MAD1-SCY1 INTERGENIC REGION - Saccharomyces cerevisiae (Baker's yeast)."
"YGL092W"	"gnl|TC-DB|P49687|1.I.1.1.1"	100	1317	0	0	1	1317	1	1317	0	2246.9	"1.I.1.1.1"	"Nucleoporin NUP145 - Saccharomyces cerevisiae (Baker's yeast)."
"YGL100W"	"gnl|TC-DB|P53011|1.I.1.1.1"	100	349	0	0	1	349	1	349	4.4e-209	723.4	"1.I.1.1.1"	"Nucleoporin SEH1 - Saccharomyces cerevisiae (Baker's yeast)."
"YGL104C"	"gnl|TC-DB|P53142|2.A.1.1.93"	100	486	0	0	1	486	1	486	2.5e-279	957.2	"2.A.1.1.93"	"Vacuolar protein sorting-associated protein 73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS73 PE=1 SV=1"
"YGL104C"	"gnl|TC-DB|P38142|2.A.1.1.96"	48.5	466	237	1	18	483	14	476	2.6e-130	462.2	"2.A.1.1.96"	"Probable metabolite transport protein YBR241C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YBR241C PE=1 SV=1"
"YGL114W"	"gnl|TC-DB|P53134|2.A.67.2.7"	100	725	0	0	1	725	1	725	0	1364	"2.A.67.2.7"	"Putative oligopeptide transporter YGL114W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL114W PE=1 SV=1"
"YGL139W"	"gnl|TC-DB|Q08967|1.A.4.9.1"	66.7	783	229	9	25	792	19	784	1.8e-285	978.4	"1.A.4.9.1"	"Flavin carrier protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FLC1 PE=1 SV=1"
