"SGD_ID"	"Systematic_name"	"Organism"	"Standard_name"	"name"	"Brif description"	"Description"	"Qualifier"	"Function summary"	"Phenotype summary"	"panID"	"collapsed_sign"	"Remark"	"panID_b"	"AAlength_b"	"panID_p"	"AAlength_p"	"CHECK"
"S000003204"	"YGL235W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; potential Cdc28p substrate; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"3875-YGL236C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"3875-YGL236C_NumOfGenes_2"	"172"	"3875-YGL236C_NumOfGenes_2"	"172"	TRUE
"S000003229"	"YGL260W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; transcription is significantly increased in a NAP1 deletion background; deletion mutant has increased accumulation of nickel and selenium"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5292-YKL223W_NumOfGenes_4"	NA	"find panID based blast"	"5292-YKL223W_NumOfGenes_4"	"76"	"1547-maker-YCY-8126"	"16"	FALSE
"S000003230"	"YGL261C"	"S. cerevisiae"	"PAU11"	"seriPAUperin"	"Putative protein of unknown function"	"Putative protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; mRNA expression appears to be regulated by SUT1 and UPC2"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"156-augustus_masked-2151-BRV_4"	NA	"find panID based blast"	"156-augustus_masked-2151-BRV_4"	"121"	"1979-YBL108C-A_NumOfGenes_18"	"43"	FALSE
"S000003249"	"YGR017W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm"	"Uncharacterized"	"Protein whose biological role is unknown; localizes to the nucleus and cytoplasm in a large-scale study|uniprot_proteome=UP000002311"	NA	"860-augustus_masked-CPN_4-15612"	NA	"find panID based blast"	"860-augustus_masked-CPN_4-15612"	"298"	"3918-YGR018C_NumOfGenes_2"	"105"	FALSE
"S000003254"	"YGR022C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF MTL1/YGR023W"	"Dubious"	NA	NA	"3922-YGR023W_NumOfGenes_2"	NA	"find panID based blast"	"3922-YGR023W_NumOfGenes_2"	"96"	"3922-YGR023W_NumOfGenes_2"	"96"	TRUE
"S000003263"	"YGR031W"	"S. cerevisiae"	"IMO32"	"Intermediate cleaved by Mitochondrial Octapeptidyl aminopeptidase"	"Conserved mitochondrial protein of unknown function"	"Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene contains the nested antisense gene NAG1"	"Verified"	"Protein whose biological role is unknown; localizes to the mitochondrion in large-scale studies|uniprot_proteome=UP000002311"	NA	"413-augustus_masked-9908-CPR_4"	NA	"find panID based blast"	"413-augustus_masked-9908-CPR_4"	"302"	"3930-YGR031C-A_NumOfGenes_2"	"163"	FALSE
"S000003317"	"YGR085C"	"S. cerevisiae"	"RPL11B"	"Ribosomal Protein of the Large subunit"	"Ribosomal 60S subunit protein L11B"	"Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11B has a paralog, RPL11A, that arose from the whole genome duplication"	"Verified"	"Subunit of the cytosolic large ribosomal subunit; involved in ribosomal large subunit assembly and translation|uniprot_proteome=UP000002311"	NA	"7722-YPR102C_NumOfGenes_2"	NA	"find panID based blast"	"7722-YPR102C_NumOfGenes_2"	"175"	"7722-YPR102C_NumOfGenes_2"	"175"	TRUE
"S000003347"	"YGR115C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified and essential ORF SPT6/YGR115C"	"Dubious"	NA	NA	"4014-YGR116W_NumOfGenes_2"	NA	"find panID based blast"	"4014-YGR116W_NumOfGenes_2"	"149"	"4013-YGR114C"	"24"	FALSE
"S000003383"	"YGR151C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF RSR1/BUD1/YGR152C; relative distribution to the nucleus increases upon DNA replication stress"	"Dubious"	NA	NA	"4051-YGR152C_NumOfGenes_2"	NA	"find panID based blast"	"4051-YGR152C_NumOfGenes_2"	"105"	"4051-YGR152C_NumOfGenes_2"	"105"	TRUE
"S000003392"	"YGR160W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"4058-YGR159C_NumOfGenes_2"	NA	"find panID based blast"	"4058-YGR159C_NumOfGenes_2"	"42"	"4058-YGR159C_NumOfGenes_2"	"42"	TRUE
"S000003451"	"YGR219W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRPL9/YGR220C"	"Dubious"	NA	NA	"4121-YGR220C_NumOfGenes_2"	NA	"find panID based blast"	"4121-YGR220C_NumOfGenes_2"	"101"	"4121-YGR220C_NumOfGenes_2"	"101"	TRUE
"S000003458"	"YGR226C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; overlaps significantly with a verified ORF, AMA1/YGR225W"	"Dubious"	NA	NA	"4126-YGR225W_NumOfGenes_2"	NA	"find panID based blast"	"4126-YGR225W_NumOfGenes_2"	"70"	"4126-YGR225W_NumOfGenes_2"	"70"	TRUE
"S000003460"	"YGR228W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SMI1/YGR229C"	"Dubious"	NA	NA	"4128-YGR229C_NumOfGenes_2"	NA	"find panID based blast"	"4128-YGR229C_NumOfGenes_2"	"52"	"4128-YGR229C_NumOfGenes_2"	"52"	TRUE
"S000003491"	"YGR259C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF TNA1/YGR260W"	"Dubious"	NA	NA	"4159-YGR260W_NumOfGenes_2"	NA	"find panID based blast"	"4159-YGR260W_NumOfGenes_2"	"145"	"4159-YGR260W_NumOfGenes_2"	"145"	TRUE
"S000003526"	"YGR294W"	"S. cerevisiae"	"PAU12"	"seriPAUperin"	"Protein of unknown function"	"Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to both the endoplasmic reticulum and vacuole"	"Verified"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"156-augustus_masked-2151-BRV_4"	NA	"find panID based blast"	"156-augustus_masked-2151-BRV_4"	"121"	"1979-YBL108C-A_NumOfGenes_18"	"43"	FALSE
"S000003527"	"YGR295C"	"S. cerevisiae"	"COS6"	"COnserved Sequence"	"Endosomal protein involved in turnover of plasma membrane proteins"	"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins"	"Verified"	"Protein predicted to have a role in the multivesicular body sorting pathway; localizes to the endosome; localizes to the vacuole in a large-scale study|uniprot_proteome=UP000002311"	NA	"6717-YNL336W_NumOfGenes_11"	"collapse"	"find panID based on not collapsed gene"	"6717-YNL336W_NumOfGenes_11"	"382"	"1557-maker-ATH_3-9260"	"66"	FALSE
"S000003528"	"YGR296W"	"S. cerevisiae"	"YRF1-3"	NA	"Helicase encoded by the Y' element of subtelomeric regions"	"Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"	"Verified"	"DNA helicase involved in telomere maintenance via recombination|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"1797"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000003535"	"YHR214W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; induced by zinc deficiency; YHR214W-A has a paralog, YAR068W, that arose from a segmental duplication"	"Dubious"	NA	NA	"1868-YAR068W_NumOfGenes_3"	"collapse"	"find panID based on not collapsed gene"	"1868-YAR068W_NumOfGenes_3"	"162"	"50-BIO6-R.8578-"	"20"	FALSE
"S000003559"	"YJL022W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene PET130"	"Dubious"	NA	NA	"4719-YJL023C_NumOfGenes_3"	NA	"find panID based blast"	"4719-YJL023C_NumOfGenes_3"	"96"	"4719-YJL023C_NumOfGenes_3"	"96"	TRUE
"S000003569"	"YJL032W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame unlikely to encode a functional protein"	"Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential BET4 gene encoding the alpha subunit of Type II geranylgeranyltransferase"	"Dubious"	NA	NA	"4727-YJL031C_NumOfGenes_2"	NA	"find panID based blast"	"4727-YJL031C_NumOfGenes_2"	"98"	"4727-YJL031C_NumOfGenes_2"	"98"	TRUE
"S000003600"	"YJL064W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene YJL065C/DLS1"	"Dubious"	NA	NA	"4761-YJL065C_NumOfGenes_2"	NA	"find panID based blast"	"4761-YJL065C_NumOfGenes_2"	"127"	"4761-YJL065C_NumOfGenes_2"	"127"	TRUE
"S000003603"	"YJL067W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"4762-YJL066C_NumOfGenes_2"	NA	"find panID based blast"	"4762-YJL066C_NumOfGenes_2"	"107"	"4762-YJL066C_NumOfGenes_2"	"107"	TRUE
"S000003611"	"YJL075C"	"S. cerevisiae"	"APQ13"	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene NET1; null mutant is sensitive to sorbate"	"Dubious"	NA	"Non-essential gene; in large-scale studies null mutants show reduced competitive fitness, decreased growth rate, increased sensitivity to heat, Congo Red, 5-fluorouracil; homozygous null mutant diploid shows sensitivity to multiple chemicals, including sorbate, benomyl, caffeine, rapamycin, DTT"	"4770-YJL076W_NumOfGenes_2"	NA	"find panID based blast"	"4770-YJL076W_NumOfGenes_2"	"118"	"4770-YJL076W_NumOfGenes_2"	"118"	TRUE
"S000003613"	"YJL077C"	"S. cerevisiae"	"ICS3"	"Increased Copper Sensitivity"	"Protein with a role in copper homeostasis"	"Protein with a role in copper homeostasis; possible role in vacuolar sorting and processing of secretory proteins; null mutants are hypersensitive to sortin2"	"Verified"	"Protein with a role in copper homeostasis; function and localization are unknown|uniprot_proteome=UP000002311"	NA	"4771-YJL077W-A_NumOfGenes_2"	NA	"find panID based blast"	"4771-YJL077W-A_NumOfGenes_2"	"28"	"4771-YJL077W-A_NumOfGenes_2"	"28"	TRUE
"S000003655"	"YJL119C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"4811-YJL118W_NumOfGenes_2"	NA	"find panID based blast"	"4811-YJL118W_NumOfGenes_2"	"85"	"4811-YJL118W_NumOfGenes_2"	"85"	TRUE
"S000003674"	"YJL138C"	"S. cerevisiae"	"TIF2"	"Translation Initiation Factor"	"Translation initiation factor eIF4A"	"Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF2 has a paralog, TIF1, that arose from the whole genome duplication"	"Verified"	NA	NA	"5351-YKR059W_NumOfGenes_2"	NA	"find panID based blast"	"5351-YKR059W_NumOfGenes_2"	"396"	"5351-YKR059W_NumOfGenes_2"	"396"	TRUE
"S000003711"	"YJL175W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame unlikely to encode a functional protein"	"Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor"	"Dubious"	NA	NA	"4871-YJL176C_NumOfGenes_2"	NA	"find panID based blast"	"4871-YJL176C_NumOfGenes_2"	"160"	"4871-YJL176C_NumOfGenes_2"	"160"	TRUE
"S000003724"	"YJL188C"	"S. cerevisiae"	"BUD19"	"BUD site selection"	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay"	"Dubious"	NA	NA	"4883-YJL189W_NumOfGenes_2"	NA	"find panID based blast"	"4883-YJL189W_NumOfGenes_2"	"91"	"4883-YJL189W_NumOfGenes_2"	"91"	TRUE
"S000003731"	"YJL195C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6"	"Dubious"	NA	NA	"4888-YJL194W_NumOfGenes_2"	NA	"find panID based blast"	"4888-YJL194W_NumOfGenes_2"	"201"	"4888-YJL194W_NumOfGenes_2"	"201"	TRUE
"S000003755"	"YJL219W"	"S. cerevisiae"	"HXT9"	"HeXose Transporter"	"Putative hexose transporter that is nearly identical to Hxt11p"	"Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p"	"Verified"	NA	NA	"6954-YOL156W_NumOfGenes_4"	"collapse"	"find panID based on not collapsed gene"	"6954-YOL156W_NumOfGenes_4"	"568"	"6954-YOL156W_NumOfGenes_4"	"568"	TRUE
"S000003756"	"YJL220W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL221C/FSP2"	"Dubious"	NA	NA	"4654-YIL172C_NumOfGenes_6"	"collapse"	"find panID based on not collapsed gene"	"4654-YIL172C_NumOfGenes_6"	"98"	"4654-YIL172C_NumOfGenes_6"	"98"	TRUE
"S000003757"	"YJL221C"	"S. cerevisiae"	"IMA4"	"IsoMAltase"	"Alpha-glucosidase"	"Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima4p overexpression allows the ima1 null mutant to grow on isomaltose; identical to IMA3"	"Verified"	NA	NA	"4654-YIL172C_NumOfGenes_6"	"collapse"	"find panID based on not collapsed gene"	"4654-YIL172C_NumOfGenes_6"	"590"	"1496-maker-CHB_4-9987"	"21"	FALSE
"S000003759"	"YJL223C"	"S. cerevisiae"	"PAU1"	"seriPAUperin family"	"Member of the seripauperin multigene family"	"Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; active during alcoholic fermentation; regulated by anaerobiosis, negatively regulated by oxygen; repressed by heme; identical to Pau14p"	"Verified"	"Protein whose biological role is unknown; localizes to the vacuole|uniprot_proteome=UP000002311"	NA	"156-augustus_masked-2151-BRV_4"	NA	"find panID based blast"	"156-augustus_masked-2151-BRV_4"	"121"	"1979-YBL108C-A_NumOfGenes_18"	"43"	FALSE
"S000003760"	"YJL225C"	"S. cerevisiae"	NA	NA	"Putative Y' element ATP-dependent helicase"	"Putative Y' element ATP-dependent helicase"	"Uncharacterized"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"1889"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000003769"	"YJR009C"	"S. cerevisiae"	"TDH2"	"Triose-phosphate DeHydrogenase"	"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2"	"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication"	"Verified"	"Glyceraldehyde-3-phosphate dehydrogenase involved in glycolysis, gluconeogenesis, apoptosis, and the metabolism of reactive oxygen species; binds to promoter-associated sections of chromatin; localizes to the cytoplasm, mitochondria, lipid particles, and the cell wall|uniprot_proteome=UP000002311"	NA	"4093-YGR192C_NumOfGenes_2"	NA	"find panID based blast"	"4093-YGR192C_NumOfGenes_2"	"333"	"4093-YGR192C_NumOfGenes_2"	"333"	TRUE
