"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"
"tN(GUU)Q"	"tN(GUU)Q"	71433	71503	"tN(GUU)Q"	""	""	
"SPS22"	"YCL048W"	42165	43556	"SPorulation Specific 2 too (2)"	""	""	
"tD(GUC)M"	"tD(GUC)M"	463554	463625	"tD(GUC)M"	""	""	
"tK(CUU)P"	"tK(CUU)P"	582062	582134	"tK(CUU)P"	""	""	
"DAL82"	"YNL314W"	44447	45214	"Degradation of Allantoin"	""	""	
"tE(UUC)L"	"tE(UUC)L"	797178	797249	"tE(UUC)L"	""	""	
"tR(ACG)O"	"tR(ACG)O"	340299	340371	"tR(ACG)O"	""	""	
"RRP46"	"YGR095C"	675671	676342	"Ribosomal RNA Processing"	""	""	
"tH(GUG)K"	"tH(GUG)K"	313401	313472	"tH(GUG)K"	""	""	
"tT(AGU)N1"	"tT(AGU)N1"	104805	104877	"tT(AGU)N1"	""	""	
"REV1"	"YOR346W"	981828	984785	"REVersionless"	""	""	
"EMT3"	"tM(CAU)J2"	422937	423009	"Elongator MeThionine-accepting tRNA"	""	""	
"tV(AAC)M3"	"tV(AAC)M3"	586636	586709	"tV(AAC)M3"	""	""	
"SNP1"	"YIL061C"	244657	245559	"SNP1"	""	""	
"tK(CUU)I"	"tK(CUU)I"	300228	300300	"tK(CUU)I"	""	""	
"tF(GAA)H1"	"tF(GAA)H1"	237848	237939	"tF(GAA)H1"	""	""	
"PEX10"	"YDR265W"	998864	999877	"PEroXin"	""	""	
"SUP54"	"tL(CAA)G2"	423092	423205	"SUP54"	""	""	
"SOE1"	"tE(UUC)G1"	328583	328654	"Suppressor Of cdcEight"	""	""	
"BSP1"	"YPR171W"	883828	885558	"Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain"	""	""	
"tV(AAC)E2"	"tV(AAC)E2"	469457	469530	"tV(AAC)E2"	""	""	
"tE(UUC)E3"	"tE(UUC)E3"	487331	487402	"tE(UUC)E3"	""	""	
"TUL1"	"YKL034W"	371829	374105	"Transmembrane Ubiquitin Ligase"	""	""	
"tQ(UUG)D1"	"tQ(UUG)D1"	520972	521043	"tQ(UUG)D1"	""	""	
"tT(AGU)C"	"tT(AGU)C"	295484	295556	"tT(AGU)C"	""	""	
"YJL045W"	"YJL045W"	356024	357928	"minor succinate dehydrogenase flavoprotein"	"TCA cycle, aerobic respiration" // "aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	"9730279"
"tL(UAA)B1"	"tL(UAA)B1"	9583	9666	"tL(UAA)B1"	""	""	
"tL(UAA)Q"	"tL(UAA)Q"	66095	66179	"tL(UAA)Q"	""	""	
"SPT15"	"YER148W"	465303	466025	"SuPpressor of Ty"	""	""	
"tV(AAC)L"	"tV(AAC)L"	687859	687932	"tV(AAC)L"	""	""	
"TRR4"	"tR(CCG)L"	818609	818680	"TRna aRg 4"	"tRNA charging"	""	
"GCV3"	"YAL044C"	57950	58462	"GlyCine cleaVage"	"glycine biosynthesis II" // "glycine cleavage" // "folate interconversions" // "folate transformations"	GCVMULTI-RXN // GCVP-RXN // GCVT-RXN // RXN-8629	
"tG(GCC)P2"	"tG(GCC)P2"	860379	860449	"tG(GCC)P2"	""	""	
"tA(UGC)L"	"tA(UGC)L"	214883	214955	"tA(UGC)L"	""	""	
"RNH203"	"YLR154C"	447982	448314	"RNase H"	""	""	
"tP(UGG)O1"	"tP(UGG)O1"	301097	301198	"tP(UGG)O1"	""	""	
"tA(AGC)K2"	"tA(AGC)K2"	517988	518060	"tA(AGC)K2"	""	""	
"HFD1"	"YMR110C"	490394	491992	"Homolog of Fatty aldehyde Dehydrogenase"	""	""	
"SUF10"	"tP(AGG)N"	631846	631917	"SUF10"	""	""	
"SUP51"	"tL(UAA)J"	424432	424515	"SUP51"	""	""	
"KCC4"	"YCL024W"	79162	82275	"KCC4"	""	PROTEIN-KINASE-RXN	
"tS(AGA)M"	"tS(AGA)M"	259158	259239	"tS(AGA)M"	""	""	
"tE(UUC)I"	"tE(UUC)I"	370417	370488	"tE(UUC)I"	""	""	
"MON2"	"YNL297C"	71673	76583	"MONensin sensitivity"	""	""	
"tW(CCA)G1"	"tW(CCA)G1"	287350	287455	"tW(CCA)G1"	""	""	
"tK(UUU)G1"	"tK(UUU)G1"	115488	115583	"tK(UUU)G1"	""	""	
"MRPL25"	"YGR076C"	637104	637577	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"tC(GCA)G"	"tC(GCA)G"	707108	707179	"tC(GCA)G"	""	""	
"tS(AGA)E"	"tS(AGA)E"	86604	86685	"tS(AGA)E"	""	""	
"LDB19"	"YOR322C"	918606	921062	"Low Dye Binding"	""	""	
"tA(UGC)E"	"tA(UGC)E"	312023	312095	"tA(UGC)E"	""	""	
"tL(CAA)D"	"tL(CAA)D"	1461715	1461829	"tL(CAA)D"	""	""	
"PRM2"	"YIL037C"	283029	284999	"Pheromone-Regulated Membrane protein"	""	""	
"SUF2"	"tP(AGG)C"	123577	123648	"SUppression of Frameshift mutation"	""	""	
"tF(GAA)B"	"tF(GAA)B"	36398	36488	"tF(GAA)B"	""	""	
"PRP28"	"YDR243C"	948518	950284	"Pre-mRNA Processing"	""	""	
"tW(UCA)Q"	"tW(UCA)Q"	9374	9447	"tW(UCA)Q"	""	""	
"tH(GUG)Q"	"tH(GUG)Q"	64596	64670	"tH(GUG)Q"	""	""	
"NCE102"	"YPR149W"	829918	830439	"NonClassical Export"	""	""	
"YDR316W-B"	"YDR316W-B"	1096064	1101332	"YDR316W-B"	""	""	
"MAL2"	"MAL2"			"MAL2"	""	""	
"UFD4"	"YKL010C"	421424	425875	"Ubiquitin Fusion Degradation protein"	""	""	
"YBL100W-A"	"YBL100W-A"	29935	31251	"YBL100W-A"	""	""	
"YPR137C-B"	"YPR137C-B"	805001	810269	"YPR137C-B"	""	""	
"NIT1"	"YIL164C"	34087	34686	"nitrilase"	"indole-3-acetate biosynthesis V (bacteria and fungi)"	RXN-1404 // 3.5.5.1-RXN	
"TY1B-OR"	"YOR142W-B"	595112	600380	"transposon Ty1-OR Gag-Pol polyprotein"	""	""	
"NME1"	"NME1"	585587	585926	"NME1"	""	""	
"VFA1"	"YER128W"	415859	416470	"Vps Four-Associated"	""	""	
"SNR77"	"snR77"	297506	297593	"Small Nucleolar RNA"	""	""	
"SNR30"	"snR30"	198784	199389	"Small Nucleolar RNA"	""	""	
"DCN1"	"YLR128W"	398530	399433	"Defective in Cullin Neddylation"	""	""	
"SNR87"	"snR87"	431030	431138	"Small Nucleolar RNA"	""	""	
"YJR026W"	"YJR026W"	472760	474082	"YJR026W"	""	""	
"YMR087W"	"YMR087W"	442527	443381	"YMR087W"	""	""	
"YHR214C-B"	"YHR214C-B"	543964	549346	"YHR214C-B"	""	""	
"SNR46"	"snR46"	545370	545566	"Small Nucleolar RNA"	""	""	
"NHP6B"	"YBR089C-A"	426190	426489	"Non-Histone Protein"	""	""	
"SNR4"	"snR4"	424698	424883	"Small Nucleolar RNA"	""	""	
"YDR261W-A"	"YDR261W-A"	981462	982778	"YDR261W-A"	""	""	
"TOF1"	"YNL273W"	122883	126599	"TOpoisomerase I-interacting Factor"	""	""	
"SNR43"	"snR43"	107504	107712	"Small Nucleolar RNA"	""	""	
"HRA1"	"HRA1"	99305	99868	"Hidden in Region Antisense"	""	""	
"FMP48"	"YGR052W"	593596	594705	"Found in Mitochondrial Proteome"	""	""	
"YPL257W-A"	"YPL257W-A"	56748	58070	"YPL257W-A"	""	""	
"TY1A-OL"	"YOL103W-A"	118000	119322	"transposon Ty1-OL Gag polyprotein"	""	""	
"BUD7"	"YOR299W"	878435	880675	"BUD site selection"	""	""	
"YNL054W-A"	"YNL054W-A"	519456	520778	"YNL054W-A"	""	""	
"SNR74"	"snR74"	298138	298225	"Small Nucleolar RNA"	""	""	
"BAR1"	"YIL015W"	322342	324105	"BARrier to the alpha factor response"	""	3.4.23.35-RXN	
"YLR256W-A"	"YLR256W-A"	651117	652439	"YLR256W-A"	""	""	
"SNR38"	"snR38"	283185	283279	"Small Nucleolar RNA"	""	""	
"RAD9"	"YDR217C"	899551	903480	"RADiation sensitive"	""	""	
"PWR1"	"PWR1"	395999	396939	"Promoting Watson RNA"	""	""	
"SNR10"	"snR10"	345986	346230	"Small Nucleolar RNA"	""	""	
"CTR1"	"YPR124W"	786208	787428	"Copper TRansport"	""	""	
"SNR48"	"snR48"	609584	609696	"Small Nucleolar RNA"	""	""	
"SNR67"	"snR67"	61352	61433	"Small Nucleolar RNA"	""	""	
"HMS2"	"YJR147W"	704196	705272	"High-copy Mep Suppressor"	""	""	
"YDR210W-B"	"YDR210W-B"	872112	877425	"YDR210W-B"	""	""	
"YCL019W"	"YCL019W"	85102	90415	"YCL019W"	""	""	
"DOT5"	"YIL010W"	334882	335529	"thioredoxin peroxidase"	""	1.11.1.15-RXN // RXN0-5468	
"YAR009C"	"YAR009C"	160597	164187	"YAR009C"	""	""	
G3O-42691	"IRT1"	605936	607424	"IRT1"	""	""	
"KAP123"	"YER110C"	378762	382103	"KAryoPherin"	""	""	
"SNR70"	"snR70"	718887	719050	"Small Nucleolar RNA"	""	""	
"SNR31"	"snR31"	841958	842182	"Small Nucleolar RNA"	""	""	
"APC9"	"YLR102C"	342970	343767	"Anaphase Promoting Complex"	""	""	
"SNR66"	"snR66"	586090	586175	"Small Nucleolar RNA"	""	""	
"SNR11"	"snR11"	652275	652532	"Small Nucleolar RNA"	""	""	
"UBX4"	"YMR067C"	404323	405573	"UBiquitin regulatory X"	""	""	
"YLR157C-B"	"YLR157C-B"	476333	481601	"YLR157C-B"	""	""	
"SNR64"	"snR64"	38811	38911	"Small Nucleolar RNA"	""	""	
"SSH1"	"YBR283C"	768943	770415	"Sec Sixty-one Homolog"	""	""	
"SNR68"	"snR68"	97111	97246	"Small Nucleolar RNA"	""	""	
"YGR027W-B"	"YGR027W-B"	536057	541325	"YGR027W-B"	""	""	
"RTC4"	"YNL254C"	168043	169248	"Restriction of Telomere Capping"	""	""	
"RUF21"	"RUF21"	57815	58521	"RNA of Unknown Function"	""	""	
"YER160C"	"YER160C"	492856	498124	"YER160C"	""	""	
"MTL1"	"YGR023W"	529264	530919	"Mid-Two Like"	""	""	
"YDR098C-A"	"YDR098C-A"	649804	651126	"YDR098C-A"	""	""	
"SUC3"	"SUC3"			"SUC3"	""	""	
"TPO4"	"YOR273C"	834452	836431	"Transporter of POlyamines"	""	""	
"RPM1"	"RPM1"	85295	85777	"ribonuclease P RNA subunit"	""	3.1.26.5-RXN // RXN0-6480	
"XDH1"	"XDH1"			"Xylitol Deydrogenase"	""	""	
"VMA10"	"YHR039C-A"	187173	187679	"VMA10"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"SNR5"	"snR5"	842403	842606	"Small Nucleolar RNA"	""	""	
"SNR85"	"snR85"	67768	67938	"Small Nucleolar RNA"	""	""	
"REF2"	"YDR195W"	848599	850200	"RNA End Formation"	""	""	
"YMR050C"	"YMR050C"	373057	378325	"YMR050C"	""	""	
"YLR035C-A"	"YLR035C-A"	215440	218907	"YLR035C-A"	""	""	
"FHL1"	"YPR104C"	733623	736433	"Fork Head-Like"	""	""	
"SNR128"	"snR128"	139566	139691	"Small Nucleolar RNA"	""	""	
"RUF5-2"	"RUF5-2"	214407	215116	"RNA of Unknown Function"	""	""	
"ILM1"	"YJR118C"	643490	644101	"Increased Loss of Mitochondrial DNA"	""	""	
"YGR161W-A"	"YGR161W-A"	811738	813054	"YGR161W-A"	""	""	
"YFL002W-B"	"YFL002W-B"	138204	139520	"YFL002W-B"	""	""	
"GRE3"	"YHR104W"	323409	324392	"xylose reductase"	"xylose metabolism"	ALDEHYDE-REDUCTASE-RXN // RXN-12078 // RXN-8772 // RXN-8773	
"MEL5"	"MEL5"			"MEL5"	""	""	
"YDR170W-A"	"YDR170W-A"	803195	804517	"YDR170W-A"	""	""	
"PTC2"	"YER089C"	335946	337340	"Phosphatase Two C"	""	3.1.3.16-RXN	
"SNR56"	"snR56"	88190	88277	"Small Nucleolar RNA"	""	""	
"YPR158W-B"	"YPR158W-B"	844709	849980	"YPR158W-B"	""	""	
"EMP70"	"YLR083C"	294091	296094	"EMP70"	""	""	
"TY2B-OR2"	"YOR343W-B"	970578	975891	"transposon Ty2-OR2 Gag-Pol polyprotein"	""	""	
"SNR58"	"snR58"	136088	136183	"Small Nucleolar RNA"	""	""	
"MCM1"	"YMR043W"	353871	354731	"MiniChromosome Maintenance"	""	""	
"SNR83"	"snR83"	626349	626654	"Small Nucleolar RNA"	""	""	
"YML045W"	"YML045W"	184461	189729	"YML045W"	""	""	
"YPT10"	"YBR264C"	737770	738369	"Yeast Protein Two"	""	""	
"SNR6"	"snR6"	366235	366346	"Small Nuclear RNA"	""	""	
"SNR60"	"snR60"	349130	349233	"Small Nucleolar RNA"	""	""	
"SIN4"	"YNL236W"	206930	209854	"Switch INdependent"	""	""	
"YHL009W-B"	"YHL009W-B"	85909	91318	"YHL009W-B"	""	""	
"YGR109W-B"	"YGR109W-B"	707610	712254	"YGR109W-B"	""	""	
"MNT2"	"YGL257C"	12481	14157	"&alpha;-1,3-mannosyltransferase MMN2"	"protein <I>O</i>-mannosylation I (yeast)"	RXN-19017	
"SRG1"	"SRG1"	322212	322762	"SER3 Regulatory Gene"	""	""	
"YDR210C-D"	"YDR210C-D"	878659	883927	"YDR210C-D"	""	""	
"SEC63"	"YOR254C"	805032	807023	"SECretory"	""	""	
"SNR63"	"snR63"	323217	323471	"Small Nucleolar RNA"	""	""	
"YBL100W-B"	"YBL100W-B"	29935	35248	"YBL100W-B"	""	""	
"MDM31"	"YHR194W"	488657	490396	"Mitochondrial Distribution and Morphology"	""	""	
"YPR158C-C"	"YPR158C-C"	854935	856257	"YPR158C-C"	""	""	
"YOR192C-A"	"YOR192C-A"	708416	709732	"YOR192C-A"	""	""	
"RSM24"	"YDR175C"	813193	814152	"Ribosomal Small subunit of Mitochondria"	""	""	
"SNR49"	"snR49"	716120	716284	"Small Nucleolar RNA"	""	""	
"SNR78"	"snR78"	297278	297364	"Small Nucleolar RNA"	""	""	
"TEF1"	"YPR080W"	700594	701970	"Translation Elongation Factor"	""	""	
"MEL10"	"MEL10"			"MEL10"	""	""	
"SNR55"	"snR55"	794697	794794	"Small Nucleolar RNA"	""	""	
"JSN1"	"YJR091C"	595061	598336	"Just Say No"	""	""	
"YJR027W"	"YJR027W"	472760	478028	"YJR027W"	""	""	
"SNR71"	"snR71"	411228	411317	"Small Nucleolar RNA"	""	""	
"ERG11"	"YHR007C"	120091	121683	"cytochrome P450 51"	"superpathway of ergosterol biosynthesis" // "zymosterol biosynthesis"	RXN3O-130 // "lanosterol 14-hydroxylase" // "14-hydroxylanosterol 14-dehydrogenase" // "14-oxolanosterol deformylase"	
"SNR39"	"snR39"	365163	365251	"Small Nucleolar RNA"	""	""	
"SNR14"	"snR14"	167427	167586	"Small Nuclear RNA"	""	""	
"PCL6"	"YER059W"	272624	273886	"Pho85 CycLin"	""	""	
"YDR365W-A"	"YDR365W-A"	1206997	1208319	"YDR365W-A"	""	""	
"YDR261W-B"	"YDR261W-B"	981462	986775	"YDR261W-B"	""	""	
"PER33"	"YLR064W"	265456	266277	"Pore and ER protein, 33 kDa"	""	""	
"SNR33"	"snR33"	142364	142546	"Small Nucleolar RNA"	""	""	
"YBL005W-A"	"YBL005W-A"	221330	222652	"YBL005W-A"	""	""	
"CSI1"	"YMR025W"	323300	324187	"Cop9 Signalosome Interactor"	""	""	
"YPL257W-B"	"YPL257W-B"	56748	62016	"YPL257W-B"	""	""	
"TY1B-OL"	"YOL103W-B"	118000	123268	"transposon Ty1-OL Gag-Pol polyprotein"	""	""	
"YBR238C"	"YBR238C"	695107	697302	"YBR238C"	""	""	
"YNL284C-A"	"YNL284C-A"	100910	102232	"YNL284C-A"	""	""	
"SNR75"	"snR75"	297918	298006	"Small Nucleolar RNA"	""	""	
"MER1"	"YNL210W"	250931	251743	"MEiotic Recombination"	""	""	
"YLR410W-A"	"YLR410W-A"	941483	942799	"YLR410W-A"	""	""	
"MAL4"	"MAL4"			"MAL4"	""	""	
"SEC15"	"YGL233W"	59122	61854	"SECretory"	""	""	
"YJL113W"	"YJL113W"	198678	203325	"YJL113W"	""	""	
"SNR82"	"snR82"	316788	317055	"Small Nucleolar RNA"	""	""	
"WTM1"	"YOR230W"	770800	772113	"WD repeat containing Transcriptional Modulator"	""	""	
"SNR7-L"	"snR7-L"	939459	939672	"Small Nuclear RNA"	""	""	
"RPR1"	"RPR1"	117667	118035	"RNase P RNA component"	""	""	
"DBP8"	"YHR169W"	442181	443476	"Dead Box Protein"	""	""	
"YDR261C-C"	"YDR261C-C"	991027	992349	"YDR261C-C"	""	""	
"YCL020W"	"YCL020W"	85102	86418	"YCL020W"	""	""	
"GIR2"	"YDR152W"	765706	766503	"Genetically Interacts with Ribosomal genes"	""	""	
"YAR010C"	"YAR010C"	164544	165866	"YAR010C"	""	""	
G3O-42693	"ZOD1"	91970	92027	"ZOD1"	""	""	
"NHP6A"	"YPR052C"	665693	665974	"Non-Histone Protein"	""	""	
"SNR45"	"snR45"	821732	821903	"Small Nucleolar RNA"	""	""	
"SNR35"	"snR35"	759326	759529	"Small Nucleolar RNA"	""	""	
"TOR1"	"YJR066W"	559416	566828	"Target Of Rapamycin"	"phosphatidylinositol phosphate biosynthesis" // "3-phosphoinositide biosynthesis"	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN	
"SNR19"	"snR19"	230105	230672	"Small Nuclear RNA"	""	""	
"SNR72"	"snR72"	298554	298651	"Small Nucleolar RNA"	""	""	
"SER2"	"YGR208W"	911883	912812	"phosphoserine phosphatase"	"superpathway of serine and glycine biosynthesis I" // "serine biosynthesis from 3-phosphoglycerate"	PSERPHOSPHA-RXN // RXN0-5114	
"YLR227W-A"	"YLR227W-A"	593438	594760	"YLR227W-A"	""	""	
"SNR69"	"snR69"	364776	364876	"Small Nucleolar RNA"	""	""	
"KRE29"	"YER038C"	226858	228252	"Killer toxin REsistant"	""	""	
"STA1"	"STA1"			"STA1"	""	""	
"YGR038C-A"	"YGR038C-A"	566145	567467	"YGR038C-A"	""	""	
"MLH2"	"YLR035C"	212369	214456	"MLH2"	""	""	
"RUF22"	"RUF22"	199299	199813	"RNA of Unknown Function"	""	""	
"SNR52"	"snR52"	431129	431220	"Small Nucleolar RNA"	""	""	
"CDC5"	"YMR001C"	269019	271136	"Cell Division Cycle"	""	""	
"YDR098C-B"	"YDR098C-B"	645858	651126	"YDR098C-B"	""	""	
"MEL1"	"MEL1"			"MEL1"	""	""	
"MET8"	"YBR213W"	650368	651192	G3O-29150-MONOMER	"siroheme biosynthesis"	SIROHEME-FERROCHELAT-RXN // DIMETHUROPORDEHYDROG-RXN	
G3O-42688	"RME3"	33109	35013	"RME3"	""	""	
"SNR51"	"snR51"	718700	718806	"Small Nucleolar RNA"	""	""	
"MRPL19"	"YNL185C"	292193	292669	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"SNR9"	"snR9"	407948	408134	"Small Nucleolar RNA"	""	""	
"RNA170"	"RNA170"	667288	667456	"Unknown"	""	""	
"SKI8"	"YGL213C"	90054	91247	"SuperKIller"	""	""	
"YMR051C"	"YMR051C"	377003	378325	"YMR051C"	""	""	
"SNR79"	"snR79"	348427	348510	"Small Nucleolar RNA"	""	""	
"GEP3"	"YOR205C"	725564	727234	"GEnetic interactors of Prohibitins"	""	""	
"SNR190"	"snR190"	139761	139950	"Small Nucleolar RNA"	""	""	
"SUC7"	"SUC7"			"SUC7"	""	""	
"SES1"	"YDR023W"	489508	490896	"SEryl-tRNA Synthetase"	"tRNA charging"	SERINE--TRNA-LIGASE-RXN // RXN0-2161	
"YGR161W-B"	"YGR161W-B"	811738	817051	"YGR161W-B"	""	""	
"MEL7"	"MEL7"			"MEL7"	""	""	
"SPO12"	"YHR152W"	401434	401955	"SPOrulation"	""	""	
"ENA6"	"ENA6"			"Exitus NAtru (Latin, \"exit sodium\")"	""	""	
"YDR034C-C"	"YDR034C-C"	518040	519356	"YDR034C-C"	""	""	
"SAC6"	"YDR129C"	713340	715379	"Suppressor of ACtin"	""	""	
"LSR1"	"LSR1"	680688	681862	"Large Spliceosomal RNA"	""	""	
"SNR17B"	"snR17b"	281056	281517	"Small Nucleolar RNA"	""	""	
"CSR2"	"YPR030W"	627880	631245	"Chs5 Spa2 Rescue"	""	""	
"MEL8"	"MEL8"			"MEL8"	""	""	
"SNR62"	"snR62"	409765	409864	"Small Nucleolar RNA"	""	""	
"TAH11"	"YJR046W"	522048	523862	"Topo-A Hypersensitive"	""	""	
"SUC4"	"SUC4"			"SUC4"	""	""	
"YMR045C"	"YMR045C"	357359	362627	"YMR045C"	""	""	
"POP6"	"YGR030C"	545681	546157	"ribonuclease P"	""	RXN0-6480 // 3.1.26.5-RXN	
"SNR34"	"snR34"	899180	899382	"Small Nucleolar RNA"	""	""	
"SNR3"	"snR3"	663749	663942	"Small Nucleolar RNA"	""	""	
"AFG3"	"YER017C"	189503	191788	"ATPase Family Gene"	""	""	
"YHR214C-C"	"YHR214C-C"	547910	549346	"YHR214C-C"	""	""	
"YGR161C-C"	"YGR161C-C"	821693	823015	"YGR161C-C"	""	""	
"PPR1"	"YLR014C"	172268	174982	"Pyrimidine Pathway Regulation"	""	""	
"SNR80"	"snR80"	52150	52320	"Small Nucleolar RNA"	""	""	
"SNR84"	"snR84"	1492477	1493026	"Small Nucleolar RNA"	""	""	
"PLC1"	"YPL268W"	35236	37845	"phosphoinositide-specific phospholipase C"	"phospholipids degradation" // "inositol phosphate biosynthesis" // "D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis"	RXN-13334 // 3.1.4.11-RXN	
"SNR13"	"snR13"	1402919	1403042	"Small Nucleolar RNA"	""	""	
"YBR012W-A"	"YBR012W-A"	259869	261191	"YBR012W-A"	""	""	
"ZDS2"	"YML109W"	51640	54468	"Zillion Different Screens"	""	""	
"RCK2"	"YLR248W"	634252	636084	"Radiation sensitivity Complementing Kinase"	""	PROTEIN-KINASE-RXN	
"YPR158C-D"	"YPR158C-D"	850989	856257	"YPR158C-D"	""	""	
"YOR192C-B"	"YOR192C-B"	704419	709732	"YOR192C-B"	""	""	
"RPL21A"	"YBR191W"	606270	607140	"Ribosomal Protein of the Large subunit"	""	""	
"CTL1"	"YMR180C"	622251	623213	"Capping enzyme mRNA Triphosphatase-Like"	""	""	
"SNR191"	"snR191"	721938	722211	"Small Nucleolar RNA"	""	""	
"YML045W-A"	"YML045W-A"	184461	185783	"YML045W-A"	""	""	
"RPL42A"	"YNL162W"	331322	332154	"Ribosomal Protein of the Large subunit"	""	""	
"SNT1"	"YCR033W"	186489	190169	"SaNT domains"	""	""	
"YML039W"	"YML039W"	196628	201896	"YML039W"	""	""	
"SNR57"	"snR57"	794937	795024	"Small Nucleolar RNA"	""	""	
"IME4"	"YGL192W"	142246	144048	"Inducer of MEiosis"	""	2.1.1.62-RXN	
"SOL1"	"YNR034W"	690321	691286	"Suppressor Of Los1-1"	"pentose phosphate pathway (oxidative branch)"	6PGLUCONOLACT-RXN	
"YJR028W"	"YJR028W"	478344	479666	"YJR028W"	""	""	
"SNR32"	"snR32"	381540	381727	"Small Nucleolar RNA"	""	""	
"LAS17"	"YOR181W"	675939	677840	"Local Anestheticum Sensitive"	""	""	
"SKN1"	"YGR143W"	775193	777508	"Suppressor of Kre Null"	""	""	
"SNR39B"	"snR39B"	366374	366469	"Small Nucleolar RNA"	""	""	
"YER137C-A"	"YER137C-A"	447702	449024	"YER137C-A"	""	""	
"COS7"	"YDL248W"	1802	2953	"COnserved Sequence"	""	""	
"YOR161C-C"	"YOR161C-C"	639121	639267	"YOR161C-C"	""	""	
"YDR365W-B"	"YDR365W-B"	1206997	1212265	"YDR365W-B"	""	""	
"YDR316W-A"	"YDR316W-A"	1096064	1097386	"YDR316W-A"	""	""	
"ARP1"	"YHR129C"	362999	364153	"Actin-Related Protein"	""	""	
"RHO3"	"YIL118W"	139752	140447	"Ras HOmolog"	""	""	
"SNR189"	"snR189"	178610	178798	"Small Nucleolar RNA"	""	""	
"YBL005W-B"	"YBL005W-B"	221330	226598	"YBL005W-B"	""	""	
"TRS85"	"YDR108W"	671269	673365	"TRapp Subunit"	""	""	
"OMS1"	"YDR316W"	1093763	1095178	"OXA1 Multicopy Suppressor"	""	""	
"YPR137C-A"	"YPR137C-A"	808947	810269	"YPR137C-A"	""	""	
"TY1A-OR"	"YOR142W-A"	595112	596434	"transposon Ty1-OR Gag polyprotein"	""	""	
"SUT2"	"YPR009W"	576552	577358	"SUT2"	""	""	
"ATP6"	"Q0085"	28487	29266	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"YNL284C-B"	"YNL284C-B"	96964	102232	"YNL284C-B"	""	""	
"SNR76"	"snR76"	297725	297833	"Small Nucleolar RNA"	""	""	
"TMA22"	"YJR014W"	461829	462425	"Translation Machinery Associated"	""	""	
"CUE2"	"YKL090W"	271878	273209	"Coupling of Ubiquitin conjugation to ER degradation"	""	""	
"YLR410W-B"	"YLR410W-B"	941483	946796	"YLR410W-B"	""	""	
"MEL4"	"MEL4"			"MEL4"	""	""	
"GPI10"	"YGL142C"	236269	238119	"alpha 1,2 mannosyltransferase"	""	""	
"BAT2"	"YJR148W"	705744	706874	"branched-chain amino acid transaminase"	"isoleucine degradation" // "isoleucine degradation II" // "isoleucine biosynthesis" // "leucine degradation" // "leucine biosynthesis" // "leucine degradation III" // "superpathway of leucine, valine, and isoleucine biosynthesis" // "valine biosynthesis" // "valine degradation"	BRANCHED-CHAINAMINOTRANSFERILEU-RXN // BRANCHED-CHAINAMINOTRANSFERLEU-RXN // BRANCHED-CHAINAMINOTRANSFERVAL-RXN	
"YJL114W"	"YJL114W"	197915	198595	"YJL114W"	""	""	
"SUC1"	"SUC1"			"SUC1"	""	""	
"SIT1"	"YEL065W"	27657	29543	"Siderophore Iron Transport"	""	""	
"FCY22"	"YER060W-A"	276572	278164	"FluoroCYtosine resistance"	""	""	
"SNR7-S"	"snR7-S"	939494	939672	"Small Nuclear RNA"	""	""	
"SCR1"	"SCR1"	441987	442508	"Small Cytoplasmic RNA"	""	""	
"YLL053C"	"YLL053C"	35503	35961	"YLL053C"	""	""	
"ERV46"	"YAL042W"	61316	62563	"ER Vesicle"	""	""	
"YDR261C-D"	"YDR261C-D"	987534	992349	"YDR261C-D"	""	""	
"SNR65"	"snR65"	177183	177282	"Small Nucleolar RNA"	""	""	
"FRE3"	"YOR381W"	1055545	1057680	"ferric reductase"	"ethylene biosynthesis"	FERRIC-CHELATE-REDUCTASE-RXN // RXN0-6555 // RXN0-6941	
"CCC1"	"YLR220W"	576825	577793	"Cross-Complements Ca(2+) phenotype of csg1"	""	""	
"SNR18"	"snR18"	142367	142468	"Small Nucleolar RNA"	""	""	
"SNR41"	"snR41"	719148	719242	"Small Nucleolar RNA"	""	""	
"TUB1"	"YML085C"	97941	99400	"TUBulin"	""	""	
"ATG16"	"YMR159C"	574476	574928	"AuTophaGy related"	""	""	
"SNR36"	"snR36"	680685	680866	"Small Nucleolar RNA"	""	""	
"SNR40"	"snR40"	89210	89306	"Small Nucleolar RNA"	""	""	
"PEX32"	"YBR168W"	572371	573612	"PEroXisome related"	""	""	
