"Gene.Name"	"Accession.1"	"gene_standard_name"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"ec"	"reaction_biocyc"
"FAA1"	"FAA1"	"YOR317W"	909343	911445	"long chain fatty acyl:CoA synthetase"	"fatty acid activation // stearate biosynthesis I (animals and fungi) // fatty acid oxidation (non-cyclic) // fatty acid &beta;-oxidation (peroxisome)"	NA	"(15Z)-tetracosenoate + ATP + coenzyme A => (Z)-15-tetracosenoyl-CoA + AMP + diphosphate;(25S)-3-oxocholest-4-en-26-oate + ATP + coenzyme A => (25S)-3-oxocholest-4-en-26-oyl-CoA + AMP + diphosphate;3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate + ATP + coenzyme A => 3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA + AMP + diphosphate;a 2,3,4-saturated fatty acid + ATP + coenzyme A => a 2,3,4-saturated fatty acyl CoA + AMP + diphosphate;a long-chain fatty acid + ATP + coenzyme A => a long-chain acyl-CoA + AMP + diphosphate;ATP + alpha-linolenate + coenzyme A => alpha-linolenoyl-CoA + AMP + diphosphate;icosapentaenoate + ATP + coenzyme A => icosapentaenoyl-CoA + AMP + diphosphate;linoleate + ATP + coenzyme A => linoleoyl-CoA + AMP + diphosphate;octanoate + ATP + coenzyme A => octanoyl-CoA + AMP + diphosphate;oleate + ATP + coenzyme A => oleoyl-CoA + AMP + diphosphate;phytenate + ATP + coenzyme A => phytenoyl-CoA + AMP + diphosphate"
"POB3"	"YML069W"	"YML069W"	135500	137158	"POl1 Binding"	NA	NA	NA
"ICS2"	"YBR157C"	"YBR157C"	553543	554310	"Increased Copper Sensitivity"	NA	NA	NA
"FAR11"	"YNL127W"	"YNL127W"	383987	386848	"Factor ARrest"	NA	NA	NA
"AIM14"	"YGL160W"	"YGL160W"	200561	202273	"Altered Inheritance rate of Mitochondria"	NA	NA	NA
"MRPL23"	"YOR150W"	"YOR150W"	611999	612490	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"NOP6"	"YDL213C"	"YDL213C"	77289	77966	"NucleOlar Protein"	NA	NA	NA
"HXT1"	"YHR094C"	"YHR094C"	290913	292625	"HeXose Transporter"	NA	NA	NA
"PET100"	"YDR079W"	"YDR079W"	603064	603399	"PETite colonies"	NA	NA	NA
"BBP1"	"YPL255W"	"YPL255W"	67725	68882	"Bfr1p Binding Protein"	NA	NA	NA
"ECM25"	"YJL201W"	"YJL201W"	54379	56178	"ExtraCellular Mutant"	NA	NA	NA
"TMT1"	"TMT1"	"YER175C"	539464	540363	"Trans-aconitate Methyltransferase 1"	NA	NA	"trans-aconitate + S-adenosyl-L-methionine => (E)-3-(methoxycarbonyl)pent-2-enedioate + S-adenosyl-L-homocysteine"
"MTC7"	"YEL033W"	"YEL033W"	86179	86598	"Maintenance of Telomere Capping"	NA	NA	NA
"SSA2"	"YLL024C"	"YLL024C"	95566	97485	"Stress-Seventy subfamily A"	NA	NA	NA
"DCI1"	"DCI1"	"YOR180C"	674352	675167	"&Delta;3,5-&Delta;2,4-dienoyl-CoA isomerase"	"oleate &beta;-oxidation (reductase-dependent) // fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	NA	"3-trans,5-cis-tetradecadienoyl-CoA => 2-trans,4-trans-tetradecadienoyl-CoA;a trans3,cis-5-dienoyl-CoA => a trans-2,trans-4-dienoyl-CoA"
"AIM32"	"YML050W"	"YML050W"	173139	174074	"Altered Inheritance rate of Mitochondria"	NA	NA	NA
"CKS1"	"YBR135W"	"YBR135W"	504854	505306	"Cdc28 Kinase Subunit"	NA	NA	NA
"AVT4"	"YNL101W"	"YNL101W"	434999	437140	"Amino acid Vacuolar Transport"	NA	NA	NA
"RPL1B"	"YGL135W"	"YGL135W"	254641	255294	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"LEO1"	"YOR123C"	"YOR123C"	553176	554570	"LEft Open reading frame"	NA	NA	NA
"ARF1"	"YDL192W"	"YDL192W"	116321	116866	"ADP-Ribosylation Factor"	NA	NA	NA
"OSH3"	"YHR073W"	"YHR073W"	242582	245572	"OxySterol binding protein Homolog"	NA	NA	NA
"UBC5"	"YDR059C"	"YDR059C"	569234	569770	"UBiquitin-Conjugating"	NA	NA	"an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP => an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate"
"RVB2"	"YPL235W"	"YPL235W"	103232	104647	"RuVB-like"	NA	NA	NA
"ATG27"	"YJL178C"	"YJL178C"	89282	90097	"AuTophaGy related"	NA	NA	NA
"CHO1"	"CHO1"	"YER026C"	207644	208474	"phosphatidylserine synthase"	"phosphatidylethanolamine biosynthesis I"	NA	"a CDP-diacylglycerol + L-serine => CMP + a 3-O-sn-phosphatidyl-L-serine + H+"
"YEA6"	"YEL006W"	"YEL006W"	144327	145334	"YEA6"	NA	NA	NA
"ORC3"	"YLL004W"	"YLL004W"	141073	142923	"Origin Recognition Complex"	NA	NA	NA
"GLO4"	"GLO4"	"YOR040W"	407064	407921	"glyoxylase-II"	"methylglyoxal catabolism"	NA	"(R)-S-lactoylglutathione + H2O => glutathione + (R)-lactate + H+;S-(2-hydroxyacyl)glutathione + H2O => glutathione + a 2-hydroxy carboxylate"
"YML6"	"YML025C"	"YML025C"	224406	225365	"YML6"	NA	NA	NA
"CYC8"	"YBR112C"	"YBR112C"	462870	465770	"CYtochrome C"	NA	NA	NA
"SAL1"	"YNL083W"	"YNL083W"	471377	472861	"Suppressor of Aac2 Lethality"	NA	NA	NA
"SNF4"	"YGL115W"	"YGL115W"	292033	293001	"Sucrose NonFermenting"	NA	NA	NA
"NUP1"	"YOR098C"	"YOR098C"	507948	511178	"NUclear Pore"	NA	NA	NA
"CDC36"	"YDL165W"	"YDL165W"	164290	164865	"Cell Division Cycle"	NA	NA	NA
"SMF2"	"YHR050W"	"YHR050W"	207654	209303	"Suppressor of Mitochondria import Function"	NA	NA	NA
"LYS14"	"YDR034C"	"YDR034C"	509737	512109	"LYSine requiring"	NA	NA	NA
"LEA1"	"YPL213W"	"YPL213W"	150614	151330	"Looks Exceptionally like U2A"	NA	NA	NA
"SNA3"	"YJL151C"	"YJL151C"	136372	136773	"Sensitivity to NA+"	NA	NA	NA
"FPR2"	"FPR2"	"YDR519W"	1480425	1480832	"peptidyl-prolyl cis-trans isomerase (PPIase)"	NA	NA	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"
"MRP10"	"YDL045W-A"	"YDL045W-A"	372248	372535	"Mitochondrial Ribosomal Protein"	NA	NA	NA
"SKG1"	"YKR100C"	"YKR100C"	638901	639968	"Suppressor of lethality of Kex2 Gas1 double null mutant"	NA	NA	NA
"BIO3"	"BIO3"	"YNR058W"	734291	735733	"7,8-diamino-pelargonic acid aminotransferase"	"biotin salvage"	NA	"S-adenosyl-L-methionine + 8-amino-7-oxononanoate <=> S-adenosyl-4-methylthio-2-oxobutanoate + 7,8-diaminopelargonate"
"YPT7"	"YML001W"	"YML001W"	267174	267800	"Yeast Protein Two"	NA	NA	NA
"POL30"	"YBR088C"	"YBR088C"	424990	425766	"POLymerase"	NA	NA	NA
"SUN4"	"YNL066W"	"YNL066W"	501515	502777	"SUN4"	NA	NA	NA
"PAN2"	"YGL094C"	"YGL094C"	331118	334465	"Poly(A)-binding protein-dependent poly(A) riboNuclease"	NA	"3.1.13.4"	"a mRNA with poly(A) tail + n H2O => an mRNA + n AMP"
"RTS2"	"YOR077W"	"YOR077W"	471899	472597	"RTS2"	NA	NA	NA
"RPO21"	"YDL140C"	"YDL140C"	205360	210561	"RNA POlymerase"	NA	NA	"a nucleoside triphosphate + RNA(n) = RNA(n+1) + diphosphate"
"MYO1"	"YHR023W"	"YHR023W"	151666	157452	"MYOsin"	NA	NA	NA
"RSA1"	"YPL193W"	"YPL193W"	181403	182548	"RiboSome Assembly"	NA	NA	NA
"GCD14"	"YJL125C"	"YJL125C"	185528	186679	"tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase subunit TRM61"	"tRNA methylation"	NA	"an adenine58 in tRNA + S-adenosyl-L-methionine => S-adenosyl-L-homocysteine + an N1-methyladenine58 in tRNA + H+"
"PRO1"	"PRO1"	"YDR300C"	1061505	1062791	"gamma-glutamyl kinase"	"proline biosynthesis // citrulline biosynthesis"	NA	"L-glutamate + ATP => γ-L-glutamyl 5-phosphate + ADP"
"EMI2"	"YDR516C"	"YDR516C"	1474974	1476476	"putative glucokinase-2"	"chitin biosynthesis // sucrose degradation III (sucrose invertase) // glycolysis III (from glucose) // trehalose degradation II (trehalase) // glucose-6-phosphate biosynthesis"	NA	"D-glucopyranose + ATP => D-glucopyranose 6-phosphate + ADP + H+"
"DAD2"	"YKR083C"	"YKR083C"	596421	596822	"Duo1 And Dam1 interacting"	NA	NA	NA
"FOL1"	"FOL1"	"YNL256W"	164623	167097	"FOLic acid synthesis"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I // superpathway of tetrahydrofolate biosynthesis and salvage // superpathway of tetrahydrofolate biosynthesis // tetrahydrofolate biosynthesis"	NA	"4-aminobenzoate + (7,8-dihydropterin-6-yl)methyl diphosphate => 7,8-dihydropteroate + diphosphate;6-(hydroxymethyl)-7,8-dihydropterin + ATP => (7,8-dihydropterin-6-yl)methyl diphosphate + AMP + H+;7,8-dihydromonapterin = glycolaldehyde + 6-(hydroxymethyl)-7,8-dihydropterin;7,8-dihydroneopterin => glycolaldehyde + 6-(hydroxymethyl)-7,8-dihydropterin"
"FMP27"	"YLR454W"	"YLR454W"	1043998	1051884	"Found in Mitochondrial Proteome"	NA	NA	NA
"BAP2"	"YBR068C"	"YBR068C"	373861	375690	"Branched-chain Amino acid Permease"	NA	NA	NA
"BDP1"	"YNL039W"	"YNL039W"	555048	556832	"B Double Prime"	NA	NA	NA
"MPS2"	"YGL075C"	"YGL075C"	366925	368088	"MonoPolar Spindle"	NA	NA	NA
"ETT1"	"YOR051C"	"YOR051C"	424846	426084	"Enhancer of Translation Termination 1"	NA	NA	NA
"SNA4"	"YDL123W"	"YDL123W"	241418	241840	"Sensitivity to NA+"	NA	NA	NA
"ARN2"	"YHL047C"	"YHL047C"	8351	10213	"AFT1 ReguloN"	NA	NA	NA
"NIP100"	"YPL174C"	"YPL174C"	220167	222773	"Nuclear ImPort"	NA	NA	NA
"MEF2"	"YJL102W"	"YJL102W"	231301	233760	"Mitochondrial Elongation Factor"	NA	NA	NA
"ALT2"	"ALT2"	"YDR111C"	678241	679764	"transaminase"	"alanine degradation III // alanine biosynthesis"	NA	"2-oxoglutarate + L-alanine <=> L-glutamate + pyruvate"
"VPS3"	"YDR495C"	"YDR495C"	1438115	1441150	"Vacuolar Protein Sorting"	NA	NA	NA
"TIF1"	"YKR059W"	"YKR059W"	554987	556174	"Translation Initiation Factor"	NA	NA	NA
"ALG11"	"ALG11"	"YNL048W"	538173	539819	"DP-Man:Man<small><sub>3</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,2-mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	NA	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H+"
"ATG23"	"YLR431C"	"YLR431C"	1000342	1001703	"AuTophaGy related"	NA	NA	NA
"ERV14"	"YGL054C"	"YGL054C"	400871	401287	"ER Vesicle"	NA	NA	NA
"QDR3"	"YBR043C"	"YBR043C"	321876	323945	"QuiniDine Resistance"	NA	NA	NA
"PBI2"	"YNL015W"	"YNL015W"	605384	605611	"Proteinase B Inhibitor 2 // Proteinase B Inhibitor 1"	NA	NA	NA
"HMS1"	"YOR032C"	"YOR032C"	389771	391075	"High-copy Mep Suppressor"	NA	NA	NA
"DUN1"	"YDL101C"	"YDL101C"	280307	281848	"DNA-damage UNinducible"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"SNF6"	"YHL025W"	"YHL025W"	54851	55849	"Sucrose NonFermenting"	NA	NA	NA
"KIP2"	"YPL155C"	"YPL155C"	257216	259336	"KInesin related Protein"	NA	"3.6.4.4"	"a kinesin associated with a microtubule at an n position + ATP + H2O => a kinesin associated with a microtubule at an (n+1) position (toward the plus end) + ADP + phosphate + H+"
"LYS20"	"LYS20"	"YDL182W"	133437	134723	"homocitrate synthase"	"L-lysine biosynthesis IV"	NA	"2-oxoglutarate + acetyl-CoA + H2O => (2R)-homocitrate + coenzyme A + H+"
"TAX4"	"YJL083W"	"YJL083W"	278841	280655	"TAX4"	NA	NA	NA
"JIP4"	"YDR475C"	"YDR475C"	1407464	1410094	"Jumonji domain Interacting Protein"	NA	NA	NA
"CAF4"	"YKR036C"	"YKR036C"	508702	510633	"CCR4 Associated Factor"	NA	NA	NA
"ERG8"	"ERG8"	"YMR220W"	712316	713671	"YMR220W-MONOMER"	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // superpathway of ergosterol biosynthesis // mevalonate pathway"	NA	"(R)-mevalonate 5-phosphate + ATP <=> (R)-mevalonate diphosphate + ADP"
"BLS1"	"YLR408C"	"YLR408C"	933885	934253	"BLoS1-homologue"	NA	NA	NA
"CGR1"	"YGL029W"	"YGL029W"	440063	440425	"Coiled-coil Growth-Regulated"	NA	NA	NA
"ALG14"	"YBR070C"	"YBR070C"	379221	379934	"UDP-N-acetylglucosamine transferase Alg14p subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"2.4.1.141"	"N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UDP-N-acetyl-alpha-D-glucosamine => N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphosphodolichol + UDP + H+"
"FET4"	"YMR319C"	"YMR319C"	912880	914538	"FErrous Transport"	NA	NA	NA
"TIR2"	"YOR010C"	"YOR010C"	346195	346950	"TIp1-Related"	NA	NA	NA
"VAM6"	"YDL077C"	"YDL077C"	316971	320120	"VAcuolar Morphogenesis"	NA	NA	NA
"RPL14B"	"YHL001W"	"YHL001W"	104277	105091	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"ISU1"	"YPL135W"	"YPL135W"	297553	298050	"ISU1 [Fe-S] cluster scaffold protein monomer"	"iron-sulfur cluster biosynthesis"	NA	"an S-sulfanyl-[L-cysteine desulfurase] + a [disordered-form [Fe-S] cluster scaffold protein] => an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex"
"FAD1"	"FAD1"	"YDL045C"	372688	373608	"FAD synthetase"	"flavin biosynthesis III (fungi)"	NA	"ATP + FMN + H+ => FAD + diphosphate"
"NUP82"	"YJL061W"	"YJL061W"	320016	322157	"NUclear Pore"	NA	NA	NA
"TOM1"	"YDR457W"	"YDR457W"	1369790	1379596	"Temperature dependent Organization in Mitotic nucleus"	NA	NA	NA
"YPT52"	"YKR014C"	"YKR014C"	465367	466071	"Yeast Protein Two"	NA	NA	NA
"NDI1"	"NDI1"	"YML120C"	28266	29807	"NADH:ubiquinone oxidoreductase (internal)"	"NAD/NADP-NADH/NADPH mitochondrial interconversion // aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	NA	"ubiquinone-6[inner membrane] + NADH + H+ => ubiquinol-6[inner membrane] + NAD+"
"CDH1"	"YGL003C"	"YGL003C"	492474	494174	"CDC20 Homolog"	NA	NA	NA
"BRN1"	"YBL097W"	"YBL097W"	40831	43095	"homolog of BaRreN"	NA	NA	NA
"RPS29A"	"YLR388W"	"YLR388W"	898651	898821	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"YMR295C"	"YMR295C"	"YMR295C"	858297	858890	"Ilm1p BInding"	NA	NA	NA
"FRE7"	"YOL152W"	"YOL152W"	40748	42610	"Ferric REductase"	"ethylene biosynthesis"	NA	"2 an Fe(III)-siderophore + NADH => 2 an Fe(II)-siderophore + NAD+ + H+"
"PBP4"	"YDL053C"	"YDL053C"	361699	362256	"Pbp1p Binding Protein"	NA	NA	NA
"RNH70"	"YGR276C"	"YGR276C"	1043819	1045480	"RNase H"	NA	"3.1.26.4"	"a RNA-DNA hybrid + n H2O => DNA + n a nucleoside 5'-monophosphate"
"DBP1"	"YPL119C"	"YPL119C"	324411	326264	"Dead Box Protein"	NA	NA	NA
"PDI1"	"PDI1"	"YCL043C"	48653	50221	"protein disulfide isomerase"	NA	"5.3.4.1"	"a protein with incorrect disulfide bonds = a protein with correct disulfide bonds"
"IRC18"	"YJL037W"	"YJL037W"	376662	377336	"Increased Recombination Centers"	NA	NA	NA
"TIF35"	"YDR429C"	"YDR429C"	1324477	1325301	"Translation Initiation Factor"	NA	NA	NA
"DOA1"	"YKL213C"	"YKL213C"	31960	34107	"Degradation Of Alpha"	NA	NA	NA
"FPR4"	"FPR4"	"YLR449W"	1030834	1032012	"peptidyl-prolyl cis-trans isomerase (PPIase)"	NA	NA	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"
"KEG1"	"YFR042W"	"YFR042W"	238458	239060	"Kre6-binding ER protein responsible for Glucan synthesis"	NA	NA	NA
"AST1"	"YBL069W"	"YBL069W"	90741	92030	"ATPase STabilizing"	NA	NA	NA
"MDM30"	"YLR368W"	"YLR368W"	857540	859336	"Mitochondrial Distribution and Morphology"	NA	NA	NA
"FCP1"	"YMR277W"	"YMR277W"	820256	822454	"tfiiF-associating component of Ctd Phosphatase"	NA	NA	NA
"YGK3"	"YOL128C"	"YOL128C"	78352	79479	"Yeast homolog of Glycogen synthase Kinase"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"MPS1"	"YDL028C"	"YDL028C"	400997	403291	"MonoPolar Spindle"	NA	"2.7.12.1"	"ATP + a [protein]-L-serine = ADP + a protein L-serine phosphate + H+"
"PEX15"	"YOL044W"	"YOL044W"	247150	248301	"PEroXisome related"	NA	NA	NA
"NOP19"	"YGR251W"	"YGR251W"	995639	996229	"NucleOlar Protein"	NA	NA	NA
"EEB1"	"YPL095C"	"YPL095C"	368071	369441	"Ethyl Ester Biosynthesis"	NA	NA	NA
"PDB1"	"PDB1"	"YBR221C"	665153	666253	"pyruvate dehydrogenase E1 &beta; subunit"	"pyruvate dehydrogenase complex"	NA	"pyruvate + a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + H+ => a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + CO2"
"CCT8"	"YJL008C"	"YJL008C"	419957	421663	"Chaperonin Containing TCP-1"	NA	NA	NA
"TRS120"	"YDR407C"	"YDR407C"	1284069	1287938	"TRapp Subunit"	NA	NA	NA
"ACP1"	"YKL192C"	"YKL192C"	80160	80537	"Acyl Carrier Protein"	NA	NA	NA
"ECM38"	"ECM38"	"YLR299W"	726069	728051	"&gamma;-glutamyltransferase"	"superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle) // glutathione degradation // &gamma;-glutamyl cycle"	NA	"a 5-L-glutamyl-[peptide] + an amino acid = a 5-L-glutamyl-amino acid + a peptide;glutathione + a proteinogenic amino acid => L-cysteinyl-glycine + an (γ-L-glutamyl)-L-amino acid;hypoglycin A + glutathione = hypoglycin B + L-cysteinyl-glycine;leukotriene-C4 + a proteinogenic amino acid = an (γ-L-glutamyl)-L-amino acid + leukotriene-D4"
"IGD1"	"YFR017C"	"YFR017C"	182274	182861	"Inhibitor of Glycogen Debranching"	NA	NA	NA
"PSY4"	"YBL046W"	"YBL046W"	132424	133749	"Platinum SensitivitY"	NA	NA	NA
"SPO77"	"YLR341W"	"YLR341W"	807385	808818	"SPOrulation"	NA	NA	NA
"HOR7"	"YMR251W-A"	"YMR251W-A"	774752	774931	"HyperOsmolarity-Responsive"	NA	NA	NA
"ZEO1"	"YOL109W"	"YOL109W"	110297	110638	"ZEOcin resistance"	NA	NA	NA
"ATP16"	"YDL004W"	"YDL004W"	443029	443511	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"
"IFM1"	"YOL023W"	"YOL023W"	278056	280086	"Initiation Factor of Mitochondria"	NA	NA	NA
"SMI1"	"YGR229C"	"YGR229C"	949382	950899	"Suppressor of MAR Inhibitor"	NA	NA	NA
"YTA6"	"YPL074W"	"YPL074W"	415763	418027	"Yeast Tat-binding Analog"	NA	NA	NA
"PDX3"	"PDX3"	"YBR035C"	306269	306955	"pyridoxine phosphate oxidase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes) // pyridoxal 5'-phosphate salvage pathway // 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"	NA	"pyridoxamine 5'-phosphate + oxygen + H2O => ammonium + hydrogen peroxide + pyridoxal 5'-phosphate;pyridoxine 5'-phosphate + oxygen => hydrogen peroxide + pyridoxal 5'-phosphate"
"FLO11"	"YIR019C"	"YIR019C"	389572	393675	"FLOcculation"	NA	NA	NA
"MUS81"	"YDR386W"	"YDR386W"	1246084	1247982	"MMS and UV Sensitive"	NA	NA	NA
"NNK1"	"YKL171W"	"YKL171W"	127475	130261	"Nitrogen Network Kinase"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"ASP3-4"	"ASP3-4"	"YLR160C"	486201	487289	"asparaginase II"	"asparagine degradation"	NA	"L-asparagine + H2O => L-aspartate + ammonium"
"SPB4"	"YFL002C"	"YFL002C"	145114	146934	"Suppressor of PAB1"	NA	NA	NA
"TRM4"	"YBL024W"	"YBL024W"	172534	174588	"multisite-specific tRNA:(cytosine-<i>C</i><sup>5</sup>)-methyltransferase"	"tRNA methylation"	NA	"S-adenosyl-L-methionine + a cytosine34 in tRNA precursor => S-adenosyl-L-homocysteine + a 5 methylcytosine34 in tRNA precursor + H+;S-adenosyl-L-methionine + a cytosine40 in tRNA precursor => S-adenosyl-L-homocysteine + a 5 methylcytosine40 in tRNA precursor + H+;S-adenosyl-L-methionine + a cytosine48 in tRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine48 in tRNA + H+;S-adenosyl-L-methionine + a cytosine49 in tRNA => S-adenosyl-L-homocysteine + a 5-methylcytosine49 in tRNA + H+"
"NKP2"	"YLR315W"	"YLR315W"	764808	765269	"Non-essential Kinetochore Protein"	NA	NA	NA
"RRP5"	"YMR229C"	"YMR229C"	725934	731123	"Ribosomal RNA Processing"	NA	NA	NA
"PHM7"	"YOL084W"	"YOL084W"	162356	165331	"PHosphate Metabolism"	NA	NA	NA
"HMRA2"	"YCR096C"	"YCR096C"	293179	293538	"Hidden Mat Right A"	NA	NA	NA
"SIN3"	"YOL004W"	"YOL004W"	316938	321548	"Switch INdependent"	NA	NA	NA
"MVB12"	"YGR206W"	"YGR206W"	910432	910737	"MultiVesicular Body sorting factor of 12 kilodaltons"	NA	NA	NA
"ELC1"	"YPL046C"	"YPL046C"	466644	466943	"ELongin C"	NA	NA	NA
"PHO11"	"PHO11"	"YAR071W"	225460	226863	"acid phosphatase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes) // thiamin diphosphate biosynthesis IV (eukaryotes) // phosphate acquisition"	NA	"a phosphate monoester + H2O => an alcohol + phosphate;thiamine phosphate + H2O => thiamine + phosphate"
"VTH1"	"YIL173W"	"YIL173W"	11492	16141	"VTH1"	NA	NA	NA
"CDC40"	"YDR364C"	"YDR364C"	1202843	1204210	"Cell Division Cycle"	NA	NA	NA
"RPT1"	"YKL145W"	"YKL145W"	174213	175616	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	NA	NA	NA
"SDH2"	"SDH2"	"YLL041C"	53131	53931	"succinate dehydrogenase iron-sulfur protein subunit"	"TCA cycle, aerobic respiration // aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	NA	"succinate + ubiquinone-6[inner membrane] => fumarate + ubiquinol-6[inner membrane]"
"BST1"	"YFL025C"	"YFL025C"	84145	87234	"Bypass of Sec Thirteen"	NA	NA	NA
"HTA2"	"YBL003C"	"YBL003C"	235394	235792	"Histone h Two A"	NA	NA	NA
"NNT1"	"YLR285W"	"YLR285W"	707360	708145	"Nicotinamide N-methylTransferase"	NA	NA	"nicotinamide + S-adenosyl-L-methionine => S-adenosyl-L-homocysteine + 1-methylnicotinamide"
"DML1"	"YMR211W"	"YMR211W"	689083	690510	"Drosophila melanogaster Misato-Like protein"	NA	NA	NA
"RSA4"	"YCR072C"	"YCR072C"	240805	242352	"RiboSome Assembly"	NA	NA	NA
"DSE4"	"YNR067C"	"YNR067C"	755746	759099	"Daughter Specific Expression"	NA	"3.2.1.6"	"a beta-D-glucan with a C3-substituted glucose + H2O => a beta-D glucan + a beta-D glucan"
"OKP1"	"YGR179C"	"YGR179C"	853675	854895	"Outer Kinetochore Protein"	NA	NA	NA
"RAD1"	"YPL022W"	"YPL022W"	506697	509999	"RADiation sensitive"	NA	NA	NA
"INP52"	"YNL106C"	"YNL106C"	420944	424495	"MONOMER3O-69"	"D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis // phosphatidylinositol phosphate biosynthesis // 3-phosphoinositide biosynthesis"	"3.1.3.56 "	"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate + H2O => a 1-phosphatidyl-1D-myo-inositol 3-phosphate + phosphate;a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H2O => a 1-phosphatidyl-1D-myo-inositol 4-phosphate + phosphate;D-myo-inositol (1,3,4,5)-tetrakisphosphate + H2O => D-myo-inositol (1,3,4)-trisphosphate + phosphate;D-myo-inositol (1,4,5)-trisphosphate + H2O => D-myo-inositol (1,4)-bisphosphate + phosphate"
"CCT2"	"YIL142W"	"YIL142W"	83302	84885	"Chaperonin Containing TCP-1"	NA	NA	NA
"HXT6"	"YDR343C"	"YDR343C"	1159608	1161320	"HeXose Transporter"	NA	NA	NA
"OAC1"	"YKL120W"	"YKL120W"	217344	218318	"OxaloAcetate Carrier"	NA	NA	NA
"GPM1"	"GPM1"	"YKL152C"	163642	164385	"phosphoglycerate mutase"	"gluconeogenesis // glycolysis"	NA	"2-phospho-D-glycerate <=> 3-phospho-D-glycerate"
"RGD2"	"YFL047W"	"YFL047W"	40421	42565	"Related GAP Domain"	NA	NA	NA
"PAU7"	"YAR020C"	"YAR020C"	176856	177023	"seriPAUperin family"	NA	NA	NA
"HSP60"	"YLR259C"	"YLR259C"	663284	665002	"Heat Shock Protein"	NA	NA	NA
"MRPS17"	"YMR188C"	"YMR188C"	636291	637004	"Mitochondrial Ribosomal Protein, Small subunit"	NA	NA	NA
"MATALPHA1"	"YCR040W"	"YCR040W"	200442	200969	"MATing type protein ALPHA"	NA	NA	NA
"PHO87"	"YCR037C"	"YCR037C"	194414	197185	"PHOsphate metabolism"	NA	NA	NA
"MRPS12"	"YNR036C"	"YNR036C"	694361	694822	"Mitochondrial Ribosomal Protein, Small subunit"	NA	NA	NA
"ECL1"	"YGR146C"	"YGR146C"	784223	784858	"Extends Chronological Lifespan"	NA	NA	NA
