"Gene.Name"	"Accession.1"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"gene_standard_name"	"check"
"TOM71"	"YHR117W"	342349	344268	"Translocase of the Outer Mitochondrial membrane"	""	"YHR117W"	TRUE
"BMH2"	"YDR099W"	653607	654428	"Brain Modulosignalin Homologue"	""	"YDR099W"	TRUE
"PDH1"	"YPR002W"	558385	559935	"probable 2-methylcitrate dehydratase"	""	"YPR002W"	TRUE
"SAG1"	"YJR004C"	442909	444861	"Sexual AGglutination"	""	"YJR004C"	TRUE
"STT3"	"STT3"	452404	454560	"oligosaccharyl transferase complex STT3 subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YGL022W"	FALSE
"RPL12A"	"YEL054C"	52721	53218	"Ribosomal Protein of the Large subunit"	""	"YEL054C"	TRUE
"RPL8B"	"YLL045C"	47859	48629	"Ribosomal Protein of the Large subunit"	""	"YLL045C"	TRUE
"FAA1"	"FAA1"	909343	911445	"long chain fatty acyl:CoA synthetase"	"fatty acid activation // stearate biosynthesis I (animals and fungi) // fatty acid oxidation (non-cyclic) // fatty acid &beta;-oxidation (peroxisome)"	"YOR317W"	FALSE
"POB3"	"YML069W"	135500	137158	"POl1 Binding"	""	"YML069W"	TRUE
"ICS2"	"YBR157C"	553543	554310	"Increased Copper Sensitivity"	""	"YBR157C"	TRUE
"FAR11"	"YNL127W"	383987	386848	"Factor ARrest"	""	"YNL127W"	TRUE
"AIM14"	"YGL160W"	200561	202273	"Altered Inheritance rate of Mitochondria"	""	"YGL160W"	TRUE
"MRPL23"	"YOR150W"	611999	612490	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YOR150W"	TRUE
"NOP6"	"YDL213C"	77289	77966	"NucleOlar Protein"	""	"YDL213C"	TRUE
"HXT1"	"YHR094C"	290913	292625	"HeXose Transporter"	""	"YHR094C"	TRUE
"PET100"	"YDR079W"	603064	603399	"PETite colonies"	""	"YDR079W"	TRUE
"BBP1"	"YPL255W"	67725	68882	"Bfr1p Binding Protein"	""	"YPL255W"	TRUE
"ECM25"	"YJL201W"	54379	56178	"ExtraCellular Mutant"	""	"YJL201W"	TRUE
"TMT1"	"TMT1"	539464	540363	"Trans-aconitate Methyltransferase 1"	""	"YER175C"	FALSE
"MTC7"	"YEL033W"	86179	86598	"Maintenance of Telomere Capping"	""	"YEL033W"	TRUE
"SSA2"	"YLL024C"	95566	97485	"Stress-Seventy subfamily A"	""	"YLL024C"	TRUE
"DCI1"	"DCI1"	674352	675167	"&Delta;3,5-&Delta;2,4-dienoyl-CoA isomerase"	"oleate &beta;-oxidation (reductase-dependent) // fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	"YOR180C"	FALSE
"AIM32"	"YML050W"	173139	174074	"Altered Inheritance rate of Mitochondria"	""	"YML050W"	TRUE
"CKS1"	"YBR135W"	504854	505306	"Cdc28 Kinase Subunit"	""	"YBR135W"	TRUE
"AVT4"	"YNL101W"	434999	437140	"Amino acid Vacuolar Transport"	""	"YNL101W"	TRUE
"RPL1B"	"YGL135W"	254641	255294	"Ribosomal Protein of the Large subunit"	""	"YGL135W"	TRUE
"LEO1"	"YOR123C"	553176	554570	"LEft Open reading frame"	""	"YOR123C"	TRUE
"ARF1"	"YDL192W"	116321	116866	"ADP-Ribosylation Factor"	""	"YDL192W"	TRUE
"OSH3"	"YHR073W"	242582	245572	"OxySterol binding protein Homolog"	""	"YHR073W"	TRUE
"UBC5"	"YDR059C"	569234	569770	"UBiquitin-Conjugating"	""	"YDR059C"	TRUE
"RVB2"	"YPL235W"	103232	104647	"RuVB-like"	""	"YPL235W"	TRUE
"ATG27"	"YJL178C"	89282	90097	"AuTophaGy related"	""	"YJL178C"	TRUE
"CHO1"	"CHO1"	207644	208474	"phosphatidylserine synthase"	"phosphatidylethanolamine biosynthesis I"	"YER026C"	FALSE
"YEA6"	"YEL006W"	144327	145334	"YEA6"	""	"YEL006W"	TRUE
"ORC3"	"YLL004W"	141073	142923	"Origin Recognition Complex"	""	"YLL004W"	TRUE
"GLO4"	"GLO4"	407064	407921	"glyoxylase-II"	"methylglyoxal catabolism"	"YOR040W"	FALSE
"YML6"	"YML025C"	224406	225365	"YML6"	""	"YML025C"	TRUE
"CYC8"	"YBR112C"	462870	465770	"CYtochrome C"	""	"YBR112C"	TRUE
"SAL1"	"YNL083W"	471377	472861	"Suppressor of Aac2 Lethality"	""	"YNL083W"	TRUE
"SNF4"	"YGL115W"	292033	293001	"Sucrose NonFermenting"	""	"YGL115W"	TRUE
"NUP1"	"YOR098C"	507948	511178	"NUclear Pore"	""	"YOR098C"	TRUE
"CDC36"	"YDL165W"	164290	164865	"Cell Division Cycle"	""	"YDL165W"	TRUE
"SMF2"	"YHR050W"	207654	209303	"Suppressor of Mitochondria import Function"	""	"YHR050W"	TRUE
"LYS14"	"YDR034C"	509737	512109	"LYSine requiring"	""	"YDR034C"	TRUE
"LEA1"	"YPL213W"	150614	151330	"Looks Exceptionally like U2A"	""	"YPL213W"	TRUE
"SNA3"	"YJL151C"	136372	136773	"Sensitivity to NA+"	""	"YJL151C"	TRUE
"FPR2"	"FPR2"	1480425	1480832	"peptidyl-prolyl cis-trans isomerase (PPIase)"	""	"YDR519W"	FALSE
"MRP10"	"YDL045W-A"	372248	372535	"Mitochondrial Ribosomal Protein"	""	"YDL045W-A"	TRUE
"SKG1"	"YKR100C"	638901	639968	"Suppressor of lethality of Kex2 Gas1 double null mutant"	""	"YKR100C"	TRUE
"BIO3"	"BIO3"	734291	735733	"7,8-diamino-pelargonic acid aminotransferase"	"biotin salvage"	"YNR058W"	FALSE
"YPT7"	"YML001W"	267174	267800	"Yeast Protein Two"	""	"YML001W"	TRUE
"POL30"	"YBR088C"	424990	425766	"POLymerase"	""	"YBR088C"	TRUE
"SUN4"	"YNL066W"	501515	502777	"SUN4"	""	"YNL066W"	TRUE
"PAN2"	"YGL094C"	331118	334465	"Poly(A)-binding protein-dependent poly(A) riboNuclease"	""	"YGL094C"	TRUE
"RTS2"	"YOR077W"	471899	472597	"RTS2"	""	"YOR077W"	TRUE
"RPO21"	"YDL140C"	205360	210561	"RNA POlymerase"	""	"YDL140C"	TRUE
"MYO1"	"YHR023W"	151666	157452	"MYOsin"	""	"YHR023W"	TRUE
"RSA1"	"YPL193W"	181403	182548	"RiboSome Assembly"	""	"YPL193W"	TRUE
"GCD14"	"YJL125C"	185528	186679	"tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase subunit TRM61"	"tRNA methylation"	"YJL125C"	TRUE
"PRO1"	"PRO1"	1061505	1062791	"gamma-glutamyl kinase"	"proline biosynthesis // citrulline biosynthesis"	"YDR300C"	FALSE
"EMI2"	"YDR516C"	1474974	1476476	"putative glucokinase-2"	"chitin biosynthesis // sucrose degradation III (sucrose invertase) // glycolysis III (from glucose) // trehalose degradation II (trehalase) // glucose-6-phosphate biosynthesis"	"YDR516C"	TRUE
"DAD2"	"YKR083C"	596421	596822	"Duo1 And Dam1 interacting"	""	"YKR083C"	TRUE
"FOL1"	"FOL1"	164623	167097	"FOLic acid synthesis"	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I // superpathway of tetrahydrofolate biosynthesis and salvage // superpathway of tetrahydrofolate biosynthesis // tetrahydrofolate biosynthesis"	"YNL256W"	FALSE
"FMP27"	"YLR454W"	1043998	1051884	"Found in Mitochondrial Proteome"	""	"YLR454W"	TRUE
"BAP2"	"YBR068C"	373861	375690	"Branched-chain Amino acid Permease"	""	"YBR068C"	TRUE
"BDP1"	"YNL039W"	555048	556832	"B Double Prime"	""	"YNL039W"	TRUE
"MPS2"	"YGL075C"	366925	368088	"MonoPolar Spindle"	""	"YGL075C"	TRUE
"ETT1"	"YOR051C"	424846	426084	"Enhancer of Translation Termination 1"	""	"YOR051C"	TRUE
"SNA4"	"YDL123W"	241418	241840	"Sensitivity to NA+"	""	"YDL123W"	TRUE
"ARN2"	"YHL047C"	8351	10213	"AFT1 ReguloN"	""	"YHL047C"	TRUE
"NIP100"	"YPL174C"	220167	222773	"Nuclear ImPort"	""	"YPL174C"	TRUE
"MEF2"	"YJL102W"	231301	233760	"Mitochondrial Elongation Factor"	""	"YJL102W"	TRUE
"ALT2"	"ALT2"	678241	679764	"transaminase"	"alanine degradation III // alanine biosynthesis"	"YDR111C"	FALSE
"VPS3"	"YDR495C"	1438115	1441150	"Vacuolar Protein Sorting"	""	"YDR495C"	TRUE
"TIF1"	"YKR059W"	554987	556174	"Translation Initiation Factor"	""	"YKR059W"	TRUE
"ALG11"	"ALG11"	538173	539819	"DP-Man:Man<small><sub>3</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,2-mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YNL048W"	FALSE
"ATG23"	"YLR431C"	1000342	1001703	"AuTophaGy related"	""	"YLR431C"	TRUE
"ERV14"	"YGL054C"	400871	401287	"ER Vesicle"	""	"YGL054C"	TRUE
"QDR3"	"YBR043C"	321876	323945	"QuiniDine Resistance"	""	"YBR043C"	TRUE
"PBI2"	"YNL015W"	605384	605611	"Proteinase B Inhibitor 2 // Proteinase B Inhibitor 1"	""	"YNL015W"	TRUE
"HMS1"	"YOR032C"	389771	391075	"High-copy Mep Suppressor"	""	"YOR032C"	TRUE
"DUN1"	"YDL101C"	280307	281848	"DNA-damage UNinducible"	""	"YDL101C"	TRUE
"SNF6"	"YHL025W"	54851	55849	"Sucrose NonFermenting"	""	"YHL025W"	TRUE
"KIP2"	"YPL155C"	257216	259336	"KInesin related Protein"	""	"YPL155C"	TRUE
"LYS20"	"LYS20"	133437	134723	"homocitrate synthase"	"L-lysine biosynthesis IV"	"YDL182W"	FALSE
"TAX4"	"YJL083W"	278841	280655	"TAX4"	""	"YJL083W"	TRUE
"JIP4"	"YDR475C"	1407464	1410094	"Jumonji domain Interacting Protein"	""	"YDR475C"	TRUE
"CAF4"	"YKR036C"	508702	510633	"CCR4 Associated Factor"	""	"YKR036C"	TRUE
"ERG8"	"ERG8"	712316	713671	"YMR220W-MONOMER"	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // superpathway of ergosterol biosynthesis // mevalonate pathway"	"YMR220W"	FALSE
"BLS1"	"YLR408C"	933885	934253	"BLoS1-homologue"	""	"YLR408C"	TRUE
"CGR1"	"YGL029W"	440063	440425	"Coiled-coil Growth-Regulated"	""	"YGL029W"	TRUE
"ALG14"	"YBR070C"	379221	379934	"UDP-N-acetylglucosamine transferase Alg14p subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YBR070C"	TRUE
"FET4"	"YMR319C"	912880	914538	"FErrous Transport"	""	"YMR319C"	TRUE
"TIR2"	"YOR010C"	346195	346950	"TIp1-Related"	""	"YOR010C"	TRUE
"VAM6"	"YDL077C"	316971	320120	"VAcuolar Morphogenesis"	""	"YDL077C"	TRUE
"RPL14B"	"YHL001W"	104277	105091	"Ribosomal Protein of the Large subunit"	""	"YHL001W"	TRUE
"ISU1"	"YPL135W"	297553	298050	"ISU1 [Fe-S] cluster scaffold protein monomer"	"iron-sulfur cluster biosynthesis"	"YPL135W"	TRUE
"FAD1"	"FAD1"	372688	373608	"FAD synthetase"	"flavin biosynthesis III (fungi)"	"YDL045C"	FALSE
"NUP82"	"YJL061W"	320016	322157	"NUclear Pore"	""	"YJL061W"	TRUE
"TOM1"	"YDR457W"	1369790	1379596	"Temperature dependent Organization in Mitotic nucleus"	""	"YDR457W"	TRUE
"YPT52"	"YKR014C"	465367	466071	"Yeast Protein Two"	""	"YKR014C"	TRUE
"NDI1"	"NDI1"	28266	29807	"NADH:ubiquinone oxidoreductase (internal)"	"NAD/NADP-NADH/NADPH mitochondrial interconversion // aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YML120C"	FALSE
"CDH1"	"YGL003C"	492474	494174	"CDC20 Homolog"	""	"YGL003C"	TRUE
"BRN1"	"YBL097W"	40831	43095	"homolog of BaRreN"	""	"YBL097W"	TRUE
"RPS29A"	"YLR388W"	898651	898821	"Ribosomal Protein of the Small subunit"	""	"YLR388W"	TRUE
"YMR295C"	"YMR295C"	858297	858890	"Ilm1p BInding"	""	"YMR295C"	TRUE
"FRE7"	"YOL152W"	40748	42610	"Ferric REductase"	"ethylene biosynthesis"	"YOL152W"	TRUE
"PBP4"	"YDL053C"	361699	362256	"Pbp1p Binding Protein"	""	"YDL053C"	TRUE
"RNH70"	"YGR276C"	1043819	1045480	"RNase H"	""	"YGR276C"	TRUE
"DBP1"	"YPL119C"	324411	326264	"Dead Box Protein"	""	"YPL119C"	TRUE
"PDI1"	"PDI1"	48653	50221	"protein disulfide isomerase"	""	"YCL043C"	FALSE
"IRC18"	"YJL037W"	376662	377336	"Increased Recombination Centers"	""	"YJL037W"	TRUE
"TIF35"	"YDR429C"	1324477	1325301	"Translation Initiation Factor"	""	"YDR429C"	TRUE
"DOA1"	"YKL213C"	31960	34107	"Degradation Of Alpha"	""	"YKL213C"	TRUE
"FPR4"	"FPR4"	1030834	1032012	"peptidyl-prolyl cis-trans isomerase (PPIase)"	""	"YLR449W"	FALSE
"KEG1"	"YFR042W"	238458	239060	"Kre6-binding ER protein responsible for Glucan synthesis"	""	"YFR042W"	TRUE
"AST1"	"YBL069W"	90741	92030	"ATPase STabilizing"	""	"YBL069W"	TRUE
"MDM30"	"YLR368W"	857540	859336	"Mitochondrial Distribution and Morphology"	""	"YLR368W"	TRUE
"FCP1"	"YMR277W"	820256	822454	"tfiiF-associating component of Ctd Phosphatase"	""	"YMR277W"	TRUE
"YGK3"	"YOL128C"	78352	79479	"Yeast homolog of Glycogen synthase Kinase"	""	"YOL128C"	TRUE
"MPS1"	"YDL028C"	400997	403291	"MonoPolar Spindle"	""	"YDL028C"	TRUE
"PEX15"	"YOL044W"	247150	248301	"PEroXisome related"	""	"YOL044W"	TRUE
"NOP19"	"YGR251W"	995639	996229	"NucleOlar Protein"	""	"YGR251W"	TRUE
"EEB1"	"YPL095C"	368071	369441	"Ethyl Ester Biosynthesis"	""	"YPL095C"	TRUE
"PDB1"	"PDB1"	665153	666253	"pyruvate dehydrogenase E1 &beta; subunit"	"pyruvate dehydrogenase complex"	"YBR221C"	FALSE
"CCT8"	"YJL008C"	419957	421663	"Chaperonin Containing TCP-1"	""	"YJL008C"	TRUE
"TRS120"	"YDR407C"	1284069	1287938	"TRapp Subunit"	""	"YDR407C"	TRUE
"ACP1"	"YKL192C"	80160	80537	"Acyl Carrier Protein"	""	"YKL192C"	TRUE
"ECM38"	"ECM38"	726069	728051	"&gamma;-glutamyltransferase"	"superpathway of glutathione metabolism (truncated &gamma;-glutamyl cycle) // glutathione degradation // &gamma;-glutamyl cycle"	"YLR299W"	FALSE
"IGD1"	"YFR017C"	182274	182861	"Inhibitor of Glycogen Debranching"	""	"YFR017C"	TRUE
"PSY4"	"YBL046W"	132424	133749	"Platinum SensitivitY"	""	"YBL046W"	TRUE
"SPO77"	"YLR341W"	807385	808818	"SPOrulation"	""	"YLR341W"	TRUE
"HOR7"	"YMR251W-A"	774752	774931	"HyperOsmolarity-Responsive"	""	"YMR251W-A"	TRUE
"ZEO1"	"YOL109W"	110297	110638	"ZEOcin resistance"	""	"YOL109W"	TRUE
"ATP16"	"YDL004W"	443029	443511	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YDL004W"	TRUE
"IFM1"	"YOL023W"	278056	280086	"Initiation Factor of Mitochondria"	""	"YOL023W"	TRUE
"SMI1"	"YGR229C"	949382	950899	"Suppressor of MAR Inhibitor"	""	"YGR229C"	TRUE
"YTA6"	"YPL074W"	415763	418027	"Yeast Tat-binding Analog"	""	"YPL074W"	TRUE
"PDX3"	"PDX3"	306269	306955	"pyridoxine phosphate oxidase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes) // pyridoxal 5'-phosphate salvage pathway // 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"	"YBR035C"	FALSE
"FLO11"	"YIR019C"	389572	393675	"FLOcculation"	""	"YIR019C"	TRUE
"MUS81"	"YDR386W"	1246084	1247982	"MMS and UV Sensitive"	""	"YDR386W"	TRUE
"NNK1"	"YKL171W"	127475	130261	"Nitrogen Network Kinase"	""	"YKL171W"	TRUE
"ASP3-4"	"ASP3-4"	486201	487289	"asparaginase II"	"asparagine degradation"	"YLR160C"	FALSE
"SPB4"	"YFL002C"	145114	146934	"Suppressor of PAB1"	""	"YFL002C"	TRUE
"TRM4"	"YBL024W"	172534	174588	"multisite-specific tRNA:(cytosine-<i>C</i><sup>5</sup>)-methyltransferase"	"tRNA methylation"	"YBL024W;YBL0437"	FALSE
"NKP2"	"YLR315W"	764808	765269	"Non-essential Kinetochore Protein"	""	"YLR315W"	TRUE
"RRP5"	"YMR229C"	725934	731123	"Ribosomal RNA Processing"	""	"YMR229C"	TRUE
"PHM7"	"YOL084W"	162356	165331	"PHosphate Metabolism"	""	"YOL084W"	TRUE
"HMRA2"	"YCR096C"	293179	293538	"Hidden Mat Right A"	""	"YCR096C"	TRUE
"SIN3"	"YOL004W"	316938	321548	"Switch INdependent"	""	"YOL004W"	TRUE
"MVB12"	"YGR206W"	910432	910737	"MultiVesicular Body sorting factor of 12 kilodaltons"	""	"YGR206W"	TRUE
"ELC1"	"YPL046C"	466644	466943	"ELongin C"	""	"YPL046C"	TRUE
"PHO11"	"PHO11"	225460	226863	"acid phosphatase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes) // thiamin diphosphate biosynthesis IV (eukaryotes) // phosphate acquisition"	"YAR071W"	FALSE
"VTH1"	"YIL173W"	11492	16141	"VTH1"	""	"YIL173W"	TRUE
"CDC40"	"YDR364C"	1202843	1204210	"Cell Division Cycle"	""	"YDR364C"	TRUE
"RPT1"	"YKL145W"	174213	175616	"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"	""	"YKL145W"	TRUE
"SDH2"	"SDH2"	53131	53931	"succinate dehydrogenase iron-sulfur protein subunit"	"TCA cycle, aerobic respiration // aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YLL041C"	FALSE
"BST1"	"YFL025C"	84145	87234	"Bypass of Sec Thirteen"	""	"YFL025C"	TRUE
"HTA2"	"YBL003C"	235394	235792	"Histone h Two A"	""	"YBL003C"	TRUE
"NNT1"	"YLR285W"	707360	708145	"Nicotinamide N-methylTransferase"	""	"YLR285W"	TRUE
"DML1"	"YMR211W"	689083	690510	"Drosophila melanogaster Misato-Like protein"	""	"YMR211W"	TRUE
"RSA4"	"YCR072C"	240805	242352	"RiboSome Assembly"	""	"YCR072C"	TRUE
"DSE4"	"YNR067C"	755746	759099	"Daughter Specific Expression"	""	"YNR067C"	TRUE
"OKP1"	"YGR179C"	853675	854895	"Outer Kinetochore Protein"	""	"YGR179C"	TRUE
"RAD1"	"YPL022W"	506697	509999	"RADiation sensitive"	""	"YPL022W"	TRUE
"INP52"	"YNL106C"	420944	424495	"MONOMER3O-69"	"D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis // phosphatidylinositol phosphate biosynthesis // 3-phosphoinositide biosynthesis"	"YNL106C"	TRUE
"CCT2"	"YIL142W"	83302	84885	"Chaperonin Containing TCP-1"	""	"YIL142W"	TRUE
"HXT6"	"YDR343C"	1159608	1161320	"HeXose Transporter"	""	"YDR343C"	TRUE
"OAC1"	"YKL120W"	217344	218318	"OxaloAcetate Carrier"	""	"YKL120W"	TRUE
"GPM1"	"GPM1"	163642	164385	"phosphoglycerate mutase"	"gluconeogenesis // glycolysis"	"YKL152C"	FALSE
"RGD2"	"YFL047W"	40421	42565	"Related GAP Domain"	""	"YFL047W"	TRUE
"PAU7"	"YAR020C"	176856	177023	"seriPAUperin family"	""	"YAR020C"	TRUE
"HSP60"	"YLR259C"	663284	665002	"Heat Shock Protein"	""	"YLR259C"	TRUE
"MRPS17"	"YMR188C"	636291	637004	"Mitochondrial Ribosomal Protein, Small subunit"	""	"YMR188C"	TRUE
"MATALPHA1"	"YCR040W"	200442	200969	"MATing type protein ALPHA"	""	"YCR040W"	TRUE
"PHO87"	"YCR037C"	194414	197185	"PHOsphate metabolism"	""	"YCR037C"	TRUE
"MRPS12"	"YNR036C"	694361	694822	"Mitochondrial Ribosomal Protein, Small subunit"	""	"YNR036C"	TRUE
"ECL1"	"YGR146C"	784223	784858	"Extends Chronological Lifespan"	""	"YGR146C"	TRUE
"HAT1"	"YPL001W"	554605	555729	"Histone AcetylTransferase"	""	"YPL001W"	TRUE
"QDR1"	"YIL120W"	134417	136108	"QuiniDine Resistance"	""	"YIL120W"	TRUE
"MCM21"	"YDR318W"	1103758	1104947	"MiniChromosome Maintenance"	""	"YDR318W"	TRUE
"BI3"	"Q0115"	36540	40265	"BI3"	""	"Q0115"	TRUE
"BUD2"	"YKL092C"	266145	269459	"BUD site selection"	""	"YKL092C"	TRUE
"AAD10"	"AAD10"	727405	728271	"aryl-alcohol dehydrogenase"	""	"YJR155W"	FALSE
"YEL077C"	"YEL077C"	264	4097	"YEL077C"	""	"YEL077C"	TRUE
"AIM1"	"YAL046C"	57029	57385	"Altered Inheritance of Mitochondria"	""	"YAL046C"	TRUE
"UTP13"	"YLR222C"	579318	581771	"U Three Protein"	""	"YLR222C"	TRUE
"DNF3"	"YMR162C"	578951	583921	"Drs2 Neo1 Family"	""	"YMR162C"	TRUE
"CWH43"	"YCR017C"	144773	147634	"Calcofluor White Hypersensitive"	""	"YCR017C"	TRUE
"NRM1"	"YNR009W"	642690	643439	"Negative Regulator of MBF targets"	""	"YNR009W"	TRUE
"YGR122W"	"YGR122W"	733935	735143	"YGR122W"	""	"YGR122W"	TRUE
"RDR1"	"YOR380W"	1051290	1052930	"Repressor of Drug Resistance"	""	"YOR380W"	TRUE
"FYV10"	"YIL097W"	180427	181977	"Function required for Yeast Viability"	""	"YIL097W"	TRUE
"ATP5"	"YDR298C"	1058176	1058814	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YDR298C"	TRUE
"YPR204W"	"YPR204W"	944603	947701	"YPR204W"	""	"YPR204W"	TRUE
"YET1"	"YKL065C"	316437	317057	"Yeast Endoplasmic reticulum Transmembrane protein"	""	"YKL065C"	TRUE
"ESS1"	"ESS1"	466521	467033	"peptidyl-prolyl cis-trans isomerase"	""	"YJR017C"	FALSE
"BMH1"	"YER177W"	545611	546414	"Brain Modulosignalin Homologue"	""	"YER177W"	TRUE
"LTE1"	"YAL024C"	101565	105872	"Low Temperature Essential"	""	"YAL024C"	TRUE
"PBA1"	"YLR199C"	547853	548769	"Proteasome Biogenesis-Associated"	""	"YLR199C"	TRUE
"CIN4"	"YMR138W"	545155	545730	"Chromosome INstability"	""	"YMR138W"	TRUE
"KRR1"	"YCL059C"	22429	23379	"contains KRR-R motif"	""	"YCL059C"	TRUE
"LEM3"	"YNL323W"	31944	33188	"Ligand-Effect Modulator"	""	"YNL323W"	TRUE
"PCP1"	"YGR101W"	693363	694403	"Processing of Cytochrome c Peroxidase"	""	"YGR101W"	TRUE
"MSC6"	"YOR354C"	1001147	1003225	"Meiotic Sister-Chromatid recombination"	""	"YOR354C"	TRUE
"RPS24B"	"YIL069C"	231553	232369	"Ribosomal Protein of the Small subunit"	""	"YIL069C"	TRUE
"BSC2"	"YDR275W"	1012252	1012959	"Bypass of Stop Codon"	""	"YDR275W"	TRUE
"AOS1"	"YPR180W"	895961	897004	"Activation Of Smt3p"	""	"YPR180W"	TRUE
"PHD1"	"YKL043W"	356748	357848	"PseudoHyphal Determinant"	""	"YKL043W"	TRUE
"RPE1"	"RPE1"	190374	191090	"D-ribulose-5-Phosphate 3-epimerase"	"pentose phosphate pathway // pentose phosphate pathway (non-oxidative branch)"	"YJL121C"	FALSE
"OXA1"	"YER154W"	475020	476228	"cytochrome oxidase biogenesis protein"	""	"YER154W"	TRUE
"EFB1"	"YAL003W"	142174	143160	"Elongation Factor Beta"	""	"YAL003W"	TRUE
"RFX1"	"YLR176C"	507797	510232	"RFX1"	""	"YLR176C"	TRUE
"ASI1"	"YMR119W"	505333	507207	"Amino acid Sensor-Independent"	""	"YMR119W"	TRUE
"STE50"	"YCL032W"	63441	64481	"STErile"	""	"YCL032W"	TRUE
"YPT11"	"YNL304W"	60297	61550	"Yeast Protein Two"	""	"YNL304W"	TRUE
"GCD2"	"YGR083C"	644860	646815	"General Control Derepressed"	""	"YGR083C"	TRUE
"MIP1"	"YOR330C"	939621	943385	"MItochondrial DNA Polymerase"	""	"YOR330C"	TRUE
"AGE2"	"YIL044C"	272950	273846	"Arf Gap with Effector function(s)"	""	"YIL044C"	TRUE
"BTT1"	"YDR252W"	963412	963861	"BTf Three"	""	"YDR252W"	TRUE
"TDA6"	"YPR157W"	841266	842669	"Topoisomerase I Damage Affected"	""	"YPR157W"	TRUE
"ATP7"	"YKL016C"	407465	407989	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YKL016C"	TRUE
"DAL7"	"DAL7"	413015	414679	"malate synthase 2"	"glyoxylate cycle"	"YIR031C"	FALSE
"GDI1"	"YER136W"	439616	440971	"GDP Dissociation Inhibitor"	""	"YER136W"	TRUE
"TIS11"	"YLR136C"	415801	416658	"similar to the mammalian TPA Induced Sequence gene family"	""	"YLR136C"	TRUE
"CTF13"	"YMR094W"	455825	457261	"Chromosome Transmission Fidelity"	""	"YMR094W"	TRUE
"DAD3"	"YBR233W-A"	684977	685261	"Duo1 And Dam1 interacting"	""	"YBR233W-A"	TRUE
"WSC2"	"YNL283C"	105184	106695	"cell Wall integrity and Stress response Component"	""	"YNL283C"	TRUE
"SPR3"	"YGR059W"	607563	609101	"SPorulation Regulated"	""	"YGR059W"	TRUE
"SLY41"	"YOR307C"	892731	894092	"Suppressor of Loss of Ypt1"	""	"YOR307C"	TRUE
"TIM44"	"YIL022W"	311165	312460	"Translocase of the Inner Mitochondrial membrane"	""	"YIL022W"	TRUE
"HTA1"	"YDR225W"	915530	915928	"Histone h Two A"	""	"YDR225W"	TRUE
"SPN1"	"YPR133C"	795978	797210	"Suppresses Postrecruitment functions gene Number 1"	""	"YPR133C"	TRUE
"COS5"	"YJR161C"	742848	743999	"COnserved Sequence"	""	"YJR161C"	TRUE
"LYS12"	"LYS12"	186517	187632	"homo-isocitrate dehydrogenase"	"L-lysine biosynthesis IV"	"YIL094C"	FALSE
"SLX8"	"YER116C"	395348	396172	"Synthetic Lethal of unknown (X) function"	""	"YER116C"	TRUE
"HOG1"	"YLR113W"	371620	372927	"High Osmolarity Glycerol response"	""	"YLR113W"	TRUE
"IRC21"	"YMR073C"	412268	412873	"Increased Recombination Centers"	""	"YMR073C"	TRUE
"SUL1"	"YBR294W"	789235	791814	"SULfate metabolism"	""	"YBR294W"	TRUE
"ORC5"	"YNL261W"	155100	156539	"Origin Recognition Complex"	""	"YNL261W"	TRUE
"RPL26B"	"YGR034W"	555812	556672	"Ribosomal Protein of the Large subunit"	""	"YGR034W"	TRUE
"YOR283W"	"YOR283W"	847453	848145	"YOR283W"	"gluconeogenesis // glycolysis"	"YOR283W"	TRUE
"NBL1"	"YHR199C-A"	498571	498859	"N-terminal-Borealin Like protein"	""	"YHR199C-A"	TRUE
"COQ4"	"YDR204W"	858137	859144	"COenzyme Q"	""	"YDR204W"	TRUE
